District,State,Year,Case_Type,Annual_Rainfall_mm,Jan_mm,Feb_mm,Mar_mm,Apr_mm,May_mm,Jun_mm,Jul_mm,Aug_mm,Sep_mm,Oct_mm,Nov_mm,Dec_mm,Monsoon_Rainfall_mm,Monsoon_Percent,Rainfall_Category,Flood_Risk
37,0,2020,5,637.5,0.0,7.3,0.0,0.0,28.1,103.8,167.6,126.2,92.8,50.1,11.6,0.0,540.5,84.8,4,2
37,0,2021,6,1722.9,12.4,10.6,31.1,30.0,80.7,248.9,438.6,365.9,257.3,157.5,61.0,30.7,1468.2,85.2,1,1
37,0,2022,4,1181.4,24.8,20.0,7.6,35.9,41.1,174.5,283.3,264.6,163.1,117.7,40.9,21.5,1003.2,84.9,3,2
37,0,2023,2,1787.5,25.5,24.4,19.7,38.3,59.2,271.1,443.3,404.3,262.5,181.0,51.4,29.2,1562.2,87.4,1,1
37,0,2024,0,732.5,0.0,14.8,4.7,17.3,15.1,123.4,194.5,164.9,95.4,69.6,36.3,12.8,647.8,88.4,0,2
44,0,2015,0,351.2,2.3,17.5,4.6,0.0,17.6,45.8,75.8,74.3,54.4,20.6,12.3,3.8,270.9,77.1,0,2
44,0,2016,7,934.8,7.1,11.0,16.6,30.6,33.8,143.3,239.5,192.0,149.2,89.8,33.2,8.5,813.8,87.1,1,1
44,0,2017,1,1489.6,21.6,5.6,19.8,40.3,51.6,231.2,376.4,341.4,216.2,138.6,39.1,7.6,1303.8,87.5,2,0
44,0,2018,3,618.4,13.2,11.3,0.0,23.2,38.4,93.7,159.1,136.1,86.3,55.4,13.0,0.0,530.6,85.8,3,2
44,0,2019,5,309.1,13.8,1.9,0.0,19.4,4.0,48.0,63.9,58.7,49.5,35.8,11.7,14.2,255.9,82.8,4,2
44,0,2020,6,1038.5,18.3,9.3,20.4,9.4,47.0,156.3,250.0,242.7,150.9,107.3,42.5,10.6,907.2,87.4,1,1
44,0,2021,4,603.7,15.6,1.6,20.5,23.6,34.8,86.2,158.6,147.4,91.3,59.5,3.6,12.0,543.0,89.9,3,2
44,0,2022,2,1124.0,3.7,5.7,11.3,9.6,32.6,166.2,273.8,244.5,167.2,126.7,47.0,0.4,978.4,87.0,2,1
44,0,2023,0,468.4,0.0,4.9,0.0,5.3,26.0,68.0,126.3,109.6,83.5,47.9,23.1,0.0,435.3,92.9,0,2
44,0,2024,7,847.4,5.5,5.8,0.0,17.5,21.8,138.8,198.7,184.9,120.7,74.4,33.9,14.9,717.5,84.7,1,1
47,0,2015,7,1019.9,14.2,19.0,18.4,8.2,46.4,159.5,265.8,224.6,151.8,115.9,39.5,12.0,917.6,90.0,1,3
47,0,2016,1,1665.8,27.0,15.3,4.4,32.0,77.8,248.3,401.9,369.8,264.7,176.1,53.5,29.1,1460.8,87.7,2,0
47,0,2017,3,789.4,7.9,10.6,14.8,26.2,18.3,126.7,195.8,178.5,126.4,80.1,13.4,5.2,707.5,89.6,3,2
47,0,2018,5,220.8,7.9,15.8,11.1,1.1,11.4,27.2,56.4,42.6,40.3,14.9,20.5,7.1,181.4,82.2,4,2
47,0,2019,6,1044.7,0.0,25.4,2.1,15.3,33.0,169.6,265.7,230.0,158.4,99.0,34.8,8.0,922.7,88.3,1,3
47,0,2020,4,778.8,12.5,4.0,16.3,13.0,31.4,125.5,193.1,185.3,125.6,87.7,37.0,4.5,717.2,92.1,3,2
47,0,2021,2,1303.8,18.8,18.2,26.6,19.7,45.9,208.1,334.9,277.9,197.7,137.8,34.7,11.1,1156.4,88.7,1,1
47,0,2022,0,528.0,4.3,12.9,0.0,8.6,16.2,82.5,140.3,103.4,68.9,57.7,23.0,7.9,452.8,85.8,0,2
47,0,2023,7,1225.8,12.2,1.3,17.8,27.6,51.7,185.2,319.6,258.5,171.1,112.2,29.1,15.0,1046.6,85.4,1,1
47,0,2024,1,1827.5,10.3,18.0,17.7,35.1,82.2,273.3,464.6,392.1,275.1,192.5,45.2,17.2,1597.6,87.4,2,0
13,1,2015,1,1781.1,8.4,25.5,5.2,49.0,70.3,262.2,433.8,389.8,272.0,165.9,47.6,27.9,1523.7,85.5,2,0
13,1,2016,3,743.4,0.0,0.0,19.6,8.5,20.1,126.5,180.1,152.3,110.4,72.4,35.1,0.0,641.7,86.3,3,2
13,1,2017,5,218.2,0.0,14.3,0.7,0.0,11.5,33.9,45.5,51.1,27.9,14.0,6.9,0.0,172.4,79.0,4,2
13,1,2018,6,1062.2,22.0,0.3,4.0,17.8,35.7,150.7,273.7,228.6,147.7,107.4,20.6,6.3,908.1,85.5,1,1
13,1,2019,4,896.4,5.0,12.9,9.4,7.1,40.3,145.1,211.9,204.8,140.2,100.6,15.0,3.1,802.6,89.5,3,3
13,1,2020,2,1317.7,0.0,20.2,23.9,25.0,50.7,191.0,314.6,280.5,212.1,142.8,32.5,27.1,1141.0,86.6,2,1
13,1,2021,0,473.5,0.0,0.0,16.8,24.1,13.8,77.1,113.4,92.3,67.8,48.9,2.9,14.3,399.5,84.4,0,2
13,1,2022,7,1079.4,2.8,13.6,19.6,16.4,49.2,159.7,283.8,245.6,157.6,93.5,37.1,1.7,940.2,87.1,1,1
13,1,2023,1,1508.3,28.0,30.1,8.2,24.2,50.3,225.0,388.0,337.9,236.6,142.7,52.2,27.6,1330.2,88.2,2,0
13,1,2024,3,685.0,12.6,3.9,0.6,27.8,22.9,91.0,167.9,149.1,110.3,82.0,30.1,19.8,600.3,87.6,3,2
41,1,2015,3,698.1,13.6,1.3,0.0,9.9,33.9,98.0,185.4,162.3,95.5,64.7,30.7,0.0,605.9,86.8,3,2
41,1,2016,5,259.7,0.0,11.6,0.0,0.0,12.7,35.9,68.9,50.1,51.2,33.8,0.0,11.1,239.9,92.4,4,2
41,1,2017,6,1239.7,25.7,19.5,1.1,27.1,43.1,200.1,316.4,276.1,191.8,122.1,33.4,25.5,1106.5,89.3,1,1
41,1,2018,4,766.7,0.0,4.7,16.4,19.8,44.5,103.2,204.0,164.7,114.2,74.5,11.5,0.1,660.6,86.2,3,2
41,1,2019,2,1303.5,0.0,2.1,0.0,36.8,55.7,185.6,333.9,300.8,208.6,143.0,24.3,15.7,1171.9,89.9,2,1
41,1,2020,0,440.0,6.3,0.0,0.0,7.1,17.5,80.7,96.3,90.8,76.6,48.8,23.0,9.2,393.2,89.4,0,2
41,1,2021,7,1113.7,10.9,2.3,20.4,24.3,33.7,176.2,292.2,240.4,160.9,98.8,38.3,24.9,968.5,87.0,1,1
41,1,2022,1,1478.3,14.3,2.7,0.8,34.5,70.2,216.9,380.8,313.7,213.9,159.9,44.6,18.0,1285.2,86.9,2,0
41,1,2023,3,629.9,0.0,0.0,18.4,1.6,35.7,90.0,166.5,134.5,87.5,50.8,12.3,5.4,529.3,84.0,3,2
41,1,2024,5,354.4,2.1,17.7,4.8,0.0,11.6,58.8,80.6,83.9,53.3,21.2,18.9,5.4,297.8,84.0,4,2
29,1,2015,5,219.2,1.4,0.0,13.6,0.0,22.0,34.3,49.5,57.6,38.8,19.3,10.5,10.5,199.5,91.0,4,2
29,1,2016,6,1253.9,22.0,2.5,22.4,11.8,41.2,191.8,301.9,279.0,182.3,123.3,32.1,0.0,1078.3,86.0,1,1
29,1,2017,4,830.4,22.2,11.7,2.3,30.3,29.9,130.5,211.6,196.3,137.0,72.5,12.5,17.6,747.9,90.1,3,2
29,1,2018,2,1419.5,14.0,19.9,1.3,20.0,46.3,216.0,345.8,299.1,207.0,147.3,44.9,9.1,1215.2,85.6,2,1
29,1,2019,0,573.8,0.0,0.0,7.5,10.8,21.3,75.7,143.6,119.0,82.8,64.4,30.3,14.0,485.5,84.6,0,2
29,1,2020,7,1070.6,13.5,18.1,8.1,17.2,31.9,167.7,277.8,230.0,169.1,110.4,40.6,8.0,955.0,89.2,1,1
29,1,2021,1,1881.9,16.1,6.5,20.3,36.3,67.9,294.0,467.0,400.2,278.7,185.9,67.3,27.8,1625.8,86.4,2,0
29,1,2022,3,680.4,17.0,0.0,2.1,0.9,13.9,107.5,182.8,149.5,112.4,76.9,25.4,21.2,629.1,92.5,3,2
29,1,2023,5,364.9,0.0,12.3,9.4,4.3,1.9,46.2,100.2,72.7,69.7,42.3,10.3,5.8,331.1,90.7,4,2
29,1,2024,6,1185.7,25.9,1.7,5.0,30.0,39.6,189.0,291.8,251.3,164.3,121.4,45.3,5.1,1017.8,85.8,1,1
42,1,2015,6,1335.5,21.1,0.2,15.5,28.7,44.5,195.4,332.6,280.2,189.8,123.5,36.4,20.8,1121.5,84.0,1,1
42,1,2016,4,941.7,0.0,17.0,14.5,30.6,51.7,130.0,222.8,216.2,131.1,85.0,39.7,22.6,785.1,83.4,3,3
42,1,2017,2,1240.4,22.7,23.2,15.6,26.8,51.9,180.1,313.7,265.2,176.4,121.4,43.4,16.0,1056.8,85.2,1,1
42,1,2018,0,630.0,10.7,0.0,0.0,0.4,15.9,97.4,167.7,150.4,91.5,64.8,28.2,0.7,571.8,90.8,0,2
42,1,2019,7,1171.9,1.9,11.0,1.9,22.3,43.8,173.8,285.3,246.9,169.1,109.4,42.2,18.2,984.5,84.0,1,1
42,1,2020,1,1877.8,6.5,20.8,6.2,23.1,70.7,273.9,472.3,426.0,288.3,195.8,69.9,22.8,1656.3,88.2,2,0
42,1,2021,3,778.2,10.8,18.8,4.4,24.4,35.7,110.9,180.0,162.5,122.7,80.2,16.6,5.8,656.3,84.3,3,2
42,1,2022,5,353.0,0.0,1.5,1.0,8.3,14.8,49.0,96.1,64.7,39.0,32.9,22.5,0.0,281.7,79.8,4,2
42,1,2023,6,1113.8,24.0,1.2,7.4,29.1,37.4,159.0,275.4,253.6,179.4,97.3,23.4,24.9,964.7,86.6,1,1
42,1,2024,4,891.0,10.5,18.3,0.0,3.2,49.7,143.5,230.2,185.7,132.9,102.2,39.7,0.0,794.5,89.2,3,2
28,1,2015,4,979.3,0.0,24.3,7.3,33.8,35.2,140.7,239.3,222.4,137.9,108.9,32.1,23.9,849.2,86.7,3,2
28,1,2016,2,1614.2,6.7,29.8,2.5,18.1,77.9,256.0,393.0,353.4,242.0,172.2,52.3,24.4,1416.6,87.8,2,1
28,1,2017,0,559.1,10.0,12.7,12.7,0.0,10.4,79.8,126.6,119.5,80.6,68.5,18.8,11.8,475.0,85.0,0,2
28,1,2018,7,1319.5,11.5,0.0,6.8,35.8,64.8,193.5,323.7,303.0,193.5,136.5,33.0,1.1,1150.2,87.2,1,1
28,1,2019,1,1935.8,32.1,22.9,10.6,44.2,85.5,285.0,485.7,431.3,280.2,207.5,56.6,33.7,1689.7,87.3,2,0
28,1,2020,3,754.1,7.1,0.0,0.0,7.2,27.3,111.1,200.1,170.0,111.2,90.1,26.1,2.2,682.5,90.5,3,2
28,1,2021,5,380.5,3.7,15.2,15.7,3.6,17.1,50.1,98.9,98.5,67.1,34.0,0.0,17.8,348.6,91.6,4,2
28,1,2022,6,1247.7,6.3,7.0,12.2,38.7,64.5,181.0,307.5,274.9,172.4,115.0,50.5,0.0,1050.8,84.2,1,1
28,1,2023,4,832.7,5.9,15.3,1.4,10.8,27.5,136.1,200.0,185.1,139.9,90.1,20.1,16.3,751.2,90.2,3,2
28,1,2024,2,1599.3,12.2,22.2,3.3,43.8,51.9,236.1,401.1,344.7,244.4,161.6,54.5,11.6,1387.9,86.8,2,1
36,1,2015,2,1494.4,24.3,24.3,21.4,31.1,65.0,211.8,372.7,339.6,227.4,162.7,37.7,2.8,1314.2,87.9,1,1
36,1,2016,0,623.8,0.0,14.7,0.0,13.6,34.3,102.2,155.8,151.5,93.5,55.7,12.8,13.5,558.7,89.6,0,2
36,1,2017,7,1264.6,10.2,0.0,6.8,36.1,59.7,197.1,301.8,264.0,184.0,125.7,50.2,9.2,1072.6,84.8,1,1
36,1,2018,1,1901.9,21.2,31.5,26.2,48.7,66.5,274.1,476.8,424.3,298.9,186.3,52.5,19.5,1660.4,87.3,2,0
36,1,2019,3,890.1,10.9,15.6,5.3,28.7,26.1,128.0,230.7,190.9,138.6,82.6,17.3,2.9,770.8,86.6,3,2
36,1,2020,5,448.2,3.3,0.0,0.0,0.0,25.6,59.0,115.0,84.3,77.3,35.4,0.0,0.0,371.0,82.8,4,2
36,1,2021,6,1493.6,7.8,15.0,12.2,23.7,72.6,232.7,381.2,329.4,233.8,148.1,43.8,14.7,1325.2,88.7,1,1
36,1,2022,4,911.3,21.8,1.9,0.1,10.5,46.0,144.7,225.6,185.9,151.0,80.1,37.9,17.6,787.3,86.4,3,2
36,1,2023,2,1680.6,25.0,11.7,8.8,29.9,58.3,258.7,429.9,374.1,242.7,154.2,52.8,15.7,1459.6,86.8,2,1
36,1,2024,0,522.4,1.3,6.5,9.2,9.7,35.0,64.8,135.4,127.2,70.5,43.7,23.5,4.8,441.6,84.5,0,2
18,1,2015,0,658.3,9.3,19.3,0.0,2.8,31.9,96.2,174.6,142.7,105.1,67.8,8.3,13.1,586.4,89.1,0,2
18,1,2016,7,1242.5,0.9,14.3,7.5,23.6,47.4,174.5,300.4,261.0,177.1,134.8,23.0,10.4,1047.8,84.3,1,1
18,1,2017,1,2077.4,8.8,12.6,27.6,46.0,85.0,301.8,528.2,446.3,300.7,216.6,58.4,15.2,1793.6,86.3,2,0
18,1,2018,3,753.0,2.3,2.7,13.4,7.3,24.9,121.2,200.7,169.1,101.1,76.6,26.4,2.0,668.7,88.8,3,2
18,1,2019,5,402.2,12.5,6.3,0.0,14.0,27.9,52.8,114.3,96.6,54.3,43.7,6.3,0.0,361.7,89.9,4,2
18,1,2020,6,1353.8,18.5,17.0,2.8,23.4,65.5,193.0,324.9,288.6,195.6,143.9,45.1,0.0,1146.0,84.7,1,1
18,1,2021,4,795.8,10.0,12.0,0.0,19.2,24.0,114.5,196.2,163.6,133.3,93.8,22.2,0.7,701.4,88.1,3,2
18,1,2022,2,1565.8,25.2,22.4,14.5,28.6,71.0,235.5,396.3,346.5,241.2,144.4,43.3,5.7,1363.9,87.1,2,1
18,1,2023,0,493.2,0.0,5.0,0.0,23.8,20.3,60.6,128.8,101.6,62.2,59.2,5.7,0.0,412.4,83.6,0,2
18,1,2024,7,1071.0,17.6,15.4,0.0,13.1,49.0,150.2,270.1,227.0,159.1,118.1,26.2,16.3,924.5,86.3,1,3
14,1,2015,7,1331.5,1.2,9.1,23.6,40.8,63.6,189.6,328.2,302.9,201.3,141.4,48.3,0.4,1163.4,87.4,1,1
14,1,2016,1,2039.7,19.8,33.8,32.3,38.5,69.5,303.1,511.0,460.9,299.8,198.2,65.0,20.6,1773.0,86.9,2,0
14,1,2017,3,839.2,0.0,8.1,16.8,25.1,47.8,122.4,206.6,169.7,135.8,88.3,33.3,7.5,722.8,86.1,3,2
14,1,2018,5,480.0,0.0,0.0,1.1,0.0,6.8,74.0,111.5,109.4,84.9,57.7,6.9,0.0,437.5,91.1,4,2
14,1,2019,6,1582.6,30.7,12.1,14.6,21.0,69.6,235.0,404.7,350.5,223.7,153.3,56.7,21.5,1367.2,86.4,1,1
14,1,2020,4,1058.1,15.8,13.7,14.8,24.8,43.3,166.5,260.6,232.0,155.8,97.1,26.4,0.0,912.0,86.2,3,2
14,1,2021,2,1462.8,11.3,2.4,6.2,21.7,50.3,214.9,355.0,328.8,214.7,134.9,46.7,5.0,1248.3,85.3,1,1
14,1,2022,0,514.5,0.0,2.7,11.0,14.5,5.7,86.0,123.7,118.6,63.2,48.3,1.0,14.6,439.8,85.5,0,2
14,1,2023,7,1256.1,17.8,5.9,1.6,38.0,53.1,200.1,308.2,286.2,201.7,122.5,49.8,7.6,1118.7,89.1,1,3
14,1,2024,1,2027.2,35.1,33.8,12.1,50.7,76.4,318.5,517.3,458.1,306.3,196.5,51.7,21.1,1796.7,88.6,2,0
40,1,2015,1,2202.0,29.3,12.1,23.1,42.1,79.3,331.9,543.8,485.5,321.3,232.2,61.2,25.3,1914.7,87.0,2,0
40,1,2016,3,799.7,11.9,1.2,21.7,12.8,35.2,111.4,210.8,185.1,112.3,92.3,10.2,15.6,711.9,89.0,3,2
40,1,2017,5,353.5,13.6,2.5,0.0,0.0,29.0,48.1,78.2,87.0,39.4,22.3,4.5,0.0,275.0,77.8,4,2
40,1,2018,6,1550.5,21.2,16.1,24.7,35.9,52.2,224.2,398.7,336.2,231.0,151.8,33.1,21.6,1341.9,86.5,1,1
40,1,2019,4,1004.0,15.3,3.4,7.2,10.9,37.7,155.2,264.3,225.8,151.3,97.9,18.3,9.4,894.5,89.1,3,2
40,1,2020,2,1336.2,15.8,20.3,26.8,20.6,50.4,190.9,345.4,303.7,208.7,120.3,41.8,5.4,1169.0,87.5,1,1
40,1,2021,0,514.0,13.6,0.0,5.2,11.1,12.0,76.9,115.1,98.1,88.5,48.9,27.6,5.0,427.5,83.2,0,2
40,1,2022,7,1289.5,6.8,0.3,7.2,29.0,59.5,194.6,330.1,273.4,195.9,140.4,30.2,4.7,1134.4,88.0,1,1
40,1,2023,1,2254.2,31.9,15.0,17.5,49.0,87.1,341.8,563.4,504.1,348.5,236.3,71.0,25.9,1994.1,88.5,2,0
40,1,2024,3,863.2,0.0,2.6,0.0,15.4,45.0,132.4,221.1,180.6,122.3,76.2,36.2,2.0,732.6,84.9,3,2
19,1,2015,3,930.7,0.0,0.0,4.7,13.5,32.1,142.6,227.2,212.8,127.3,87.8,33.0,12.4,797.7,85.7,3,2
19,1,2016,5,285.5,1.0,0.0,6.8,0.0,16.5,41.7,64.6,70.2,33.5,18.1,0.0,13.7,228.1,79.9,4,2
19,1,2017,6,1450.8,15.0,3.0,2.7,24.0,58.5,223.6,362.7,329.1,213.9,130.9,41.3,2.1,1260.2,86.9,1,1
19,1,2018,4,1000.1,24.6,20.7,2.1,16.3,37.9,157.9,236.0,206.2,138.5,103.9,27.4,20.5,842.5,84.2,3,2
19,1,2019,2,1470.9,14.4,20.9,16.1,23.9,48.4,221.8,357.0,336.8,221.8,137.3,50.7,2.8,1274.7,86.7,1,1
19,1,2020,0,706.8,5.8,0.0,0.0,28.9,21.5,119.6,176.7,155.6,93.7,84.2,28.2,7.6,629.8,89.1,0,2
19,1,2021,7,1260.8,2.9,10.6,8.5,27.0,37.7,175.3,315.5,263.2,175.9,122.4,24.7,9.2,1052.3,83.5,1,3
19,1,2022,1,2008.6,10.7,17.2,8.7,35.7,78.4,311.2,515.1,436.1,295.1,202.9,49.4,15.6,1760.4,87.6,2,0
19,1,2023,3,826.9,4.6,0.0,10.1,20.8,47.7,114.9,197.9,195.3,135.0,86.2,35.0,0.0,729.3,88.2,3,2
19,1,2024,5,477.9,15.8,0.0,5.0,22.5,24.5,76.5,121.3,98.2,86.0,46.2,8.7,11.6,428.2,89.6,4,2
38,1,2015,5,422.0,0.0,0.0,0.0,0.0,20.7,63.5,97.6,79.5,48.9,49.4,3.3,0.0,338.9,80.3,4,2
38,1,2016,6,1317.7,2.7,24.4,5.4,40.0,42.6,190.3,340.5,287.7,190.7,137.6,26.1,24.9,1146.8,87.0,1,3
38,1,2017,4,1165.9,0.0,20.6,25.5,23.1,48.7,180.3,284.5,261.0,174.1,113.8,47.1,20.6,1013.7,86.9,3,3
38,1,2018,2,1855.7,28.7,4.8,21.8,43.0,79.2,271.5,461.7,394.4,266.2,187.4,58.1,9.6,1581.2,85.2,2,1
38,1,2019,0,642.7,5.6,0.0,0.0,16.6,40.5,100.9,149.3,151.0,94.3,51.8,22.3,0.0,547.3,85.2,0,2
38,1,2020,7,1391.3,8.5,18.2,11.8,15.9,47.1,208.7,356.5,291.4,212.1,127.6,44.9,24.0,1196.3,86.0,1,1
38,1,2021,1,2057.9,20.4,28.8,10.8,30.7,94.5,314.5,521.6,463.1,309.9,205.4,63.4,27.1,1814.5,88.2,2,0
38,1,2022,3,922.1,0.0,0.0,23.4,5.0,43.2,151.6,219.4,209.5,132.4,84.3,38.2,21.5,797.2,86.5,3,2
38,1,2023,5,353.6,7.5,0.0,12.2,18.5,8.7,57.6,99.7,63.3,63.7,37.5,8.0,4.2,321.8,91.0,4,2
38,1,2024,6,1615.3,22.8,16.2,15.8,44.3,56.6,230.2,409.2,361.4,244.4,154.4,42.3,19.7,1399.6,86.6,1,1
16,1,2015,6,1614.6,16.1,11.1,16.5,24.2,55.5,249.2,400.2,347.2,252.9,158.5,36.9,22.4,1408.0,87.2,1,1
16,1,2016,4,1164.0,13.6,15.4,25.5,14.0,40.1,187.6,297.5,254.6,181.6,113.8,32.2,1.3,1035.1,88.9,3,2
16,1,2017,2,1873.2,11.6,22.7,15.7,48.1,83.1,270.4,471.0,418.5,281.4,175.7,56.3,16.7,1617.0,86.3,1,1
16,1,2018,0,697.7,9.5,1.7,0.0,21.0,19.3,113.8,188.8,151.7,114.0,59.8,29.9,20.9,628.1,90.0,0,2
16,1,2019,7,1626.1,8.9,6.1,28.8,27.3,65.0,241.9,404.6,365.7,257.0,166.7,62.5,7.0,1435.9,88.3,1,1
16,1,2020,1,2633.7,31.9,32.8,34.0,47.7,116.8,384.0,651.8,578.5,397.8,257.2,91.2,24.9,2269.3,86.2,2,0
16,1,2021,3,984.1,19.4,23.8,5.2,21.3,41.9,156.7,235.6,226.7,154.3,84.5,31.5,0.0,857.8,87.2,3,2
16,1,2022,5,448.9,7.5,8.5,17.3,2.9,28.3,65.9,117.2,108.0,74.1,53.8,17.6,13.5,419.0,93.3,4,2
16,1,2023,6,1881.8,31.0,13.7,33.0,24.4,78.8,282.1,462.4,415.0,269.2,189.8,67.1,8.0,1618.5,86.0,1,1
16,1,2024,4,1177.6,15.7,7.6,9.2,18.7,46.6,172.8,283.7,250.0,164.0,116.8,45.7,0.0,987.3,83.8,3,2
30,1,2015,4,1437.3,12.0,25.5,10.3,34.6,54.5,216.9,367.6,330.2,204.6,144.6,32.1,0.3,1263.9,87.9,3,2
30,1,2016,2,2259.9,37.1,25.5,9.8,32.0,84.8,335.4,550.1,507.5,338.0,240.9,79.3,22.6,1971.9,87.3,2,1
30,1,2017,0,886.6,3.3,3.0,0.0,19.1,22.9,131.4,216.3,203.8,129.4,100.7,17.3,21.8,781.6,88.2,0,2
30,1,2018,7,1860.3,7.2,18.7,11.6,44.7,79.0,265.9,462.6,420.9,276.3,193.3,44.2,29.6,1619.0,87.0,1,1
30,1,2019,1,2904.8,42.5,30.2,37.1,72.3,123.1,438.0,722.2,625.3,433.7,287.9,96.8,19.7,2507.1,86.3,2,0
30,1,2020,3,1280.5,0.0,24.4,17.8,23.3,44.2,182.6,322.7,279.0,199.4,140.3,32.3,17.3,1124.0,87.8,3,2
30,1,2021,5,480.2,0.0,8.3,0.7,0.0,18.4,59.8,123.9,106.4,72.0,61.1,25.8,11.2,423.2,88.1,4,2
30,1,2022,6,1960.4,12.2,4.8,8.2,33.8,69.3,296.2,491.1,428.0,303.1,203.0,64.4,19.7,1721.4,87.8,1,1
30,1,2023,4,1229.7,10.1,12.3,10.7,9.7,53.8,177.2,293.8,270.6,197.1,108.8,22.3,14.9,1047.5,85.2,3,2
30,1,2024,2,2121.5,6.7,9.3,31.3,41.0,73.6,307.9,533.7,461.6,304.0,216.2,49.6,9.5,1823.4,85.9,1,1
6,1,2015,2,1793.2,7.2,25.8,5.7,25.3,70.1,258.2,455.7,394.1,280.4,165.5,64.5,7.5,1553.9,86.7,1,1
6,1,2016,0,950.8,4.3,9.8,0.0,25.9,29.4,155.1,242.6,202.7,135.5,85.2,37.6,7.7,821.1,86.4,0,2
6,1,2017,7,1668.0,30.3,25.7,19.3,42.4,55.3,255.4,411.7,372.6,264.1,175.2,52.0,24.0,1479.0,88.7,1,3
6,1,2018,1,2766.2,21.1,13.9,33.0,44.6,109.4,419.9,703.3,611.8,406.5,275.8,88.0,18.5,2417.3,87.4,2,0
6,1,2019,3,1230.4,20.2,13.0,23.1,16.3,50.3,196.4,313.7,279.9,176.2,125.2,31.6,17.1,1091.4,88.7,3,2
6,1,2020,5,494.8,8.7,8.5,12.0,18.9,6.7,87.7,120.9,99.0,86.9,58.0,12.5,7.9,452.5,91.5,4,2
6,1,2021,6,1727.9,14.7,14.3,24.9,32.5,76.8,267.9,428.5,378.3,259.8,157.9,42.7,27.7,1492.4,86.4,1,1
6,1,2022,4,1417.3,1.5,18.2,0.0,29.4,46.5,223.2,357.8,298.7,216.8,153.5,49.5,2.6,1250.0,88.2,3,2
6,1,2023,2,2122.3,24.5,25.2,30.1,36.6,80.6,309.4,529.3,464.2,305.9,204.5,52.3,22.9,1813.3,85.4,2,1
6,1,2024,0,710.9,1.9,16.6,9.3,14.8,41.8,104.7,189.2,158.7,103.8,66.5,33.4,9.1,622.9,87.6,0,2
20,1,2015,0,619.2,6.8,0.0,0.0,1.3,30.4,101.3,149.5,133.5,101.7,47.4,13.6,0.4,533.4,86.1,0,2
20,1,2016,7,1499.3,26.8,1.2,25.3,31.7,62.6,238.6,363.7,323.2,216.8,149.0,47.4,21.8,1291.3,86.1,1,1
20,1,2017,1,2020.8,18.0,32.9,19.1,49.9,69.2,296.8,512.3,448.2,301.4,207.2,68.8,32.1,1765.9,87.4,2,0
20,1,2018,3,976.9,14.0,6.2,22.6,19.0,36.4,159.7,229.3,209.9,156.7,96.2,24.8,12.4,851.8,87.2,3,2
20,1,2019,5,386.3,0.0,0.0,0.0,20.5,29.2,45.9,103.6,89.7,61.9,24.6,4.8,11.2,325.7,84.3,4,2
20,1,2020,6,1565.9,1.4,16.5,26.1,42.7,74.6,235.7,390.5,336.8,245.9,165.6,57.9,7.4,1374.5,87.8,1,1
20,1,2021,4,1016.9,16.1,22.6,22.7,21.2,44.9,140.9,247.5,224.9,164.0,101.2,33.3,0.0,878.5,86.4,3,2
20,1,2022,2,1960.6,19.4,9.4,14.8,39.6,67.6,285.0,502.6,442.5,282.8,189.4,62.9,12.4,1702.3,86.8,2,1
20,1,2023,0,550.6,11.5,0.0,0.3,4.5,11.6,71.7,127.0,135.2,89.4,68.3,18.7,0.4,491.6,89.3,0,2
20,1,2024,7,1374.1,13.2,13.5,22.1,28.3,45.8,215.5,333.0,303.2,192.4,133.5,46.4,2.9,1177.6,85.7,1,3
32,1,2015,7,1058.8,11.8,22.9,9.6,8.5,31.7,152.1,273.7,225.6,162.1,93.2,22.8,14.2,906.7,85.6,1,1
32,1,2016,1,1457.6,21.0,13.0,8.0,40.4,63.5,205.6,369.5,311.6,231.2,135.4,47.2,6.8,1253.3,86.0,2,0
32,1,2017,3,771.0,2.4,10.4,0.0,14.8,34.1,123.8,194.5,175.7,126.4,71.1,18.3,0.0,691.5,89.7,3,2
32,1,2018,5,303.1,17.2,10.1,17.8,4.7,19.5,35.3,73.4,71.0,44.0,16.2,3.6,8.3,239.9,79.1,4,2
32,1,2019,6,1082.9,9.3,21.5,3.9,25.1,53.7,171.6,262.9,224.8,155.7,98.6,18.3,5.0,913.6,84.4,1,1
32,1,2020,4,803.6,12.5,4.4,0.0,18.2,39.7,126.4,211.6,169.7,120.6,80.0,18.8,13.6,708.3,88.1,3,2
32,1,2021,2,1066.4,19.8,0.0,7.3,24.5,40.4,164.6,252.8,245.6,147.3,100.3,25.8,0.0,910.6,85.4,1,1
32,1,2022,0,408.3,14.6,12.4,11.2,13.8,3.6,55.2,87.3,76.6,47.4,31.8,0.0,0.0,298.3,73.1,0,2
32,1,2023,7,993.3,18.9,0.0,24.5,24.6,50.7,153.8,256.6,212.6,141.7,104.3,31.7,10.1,869.0,87.5,1,3
32,1,2024,1,1500.8,6.9,16.5,12.3,43.9,61.6,223.1,388.7,317.9,218.3,145.5,55.6,23.0,1293.5,86.2,2,0
46,1,2015,1,1610.6,27.3,3.0,15.9,36.9,58.8,228.7,395.4,353.9,236.1,158.5,36.1,1.5,1372.6,85.2,2,0
46,1,2016,3,780.4,0.0,1.6,12.7,25.9,25.9,121.6,194.3,158.2,114.3,63.9,37.3,15.7,652.3,83.6,3,2
