District,State,Year,Month,Month_Number,Case_Type,Soil_Moisture_Percent,Saturation_Level,Field_Capacity_Percent,Wilting_Point_Percent,Excess_Water_mm,Waterlogging_Risk
Hyderabad,Telangana,2020,Aug,8,mild,29.5,Low,45.0,17.2,0.0,Low
Hyderabad,Telangana,2020,Sep,9,mild,42.3,Moderate,35.2,10.6,0.0,Low
Hyderabad,Telangana,2020,Oct,10,mild,44.2,Moderate,26.9,14.1,0.0,Low
Hyderabad,Telangana,2020,Nov,11,mild,21.6,Low,42.7,14.5,0.0,Low
Hyderabad,Telangana,2020,Dec,12,mild,18.3,Very Low,32.6,9.9,0.0,Low
Rangareddy,Telangana,2020,Jan,1,severe_drought,0.0,Very Low,33.5,16.6,0.0,Low
Rangareddy,Telangana,2020,Feb,2,severe_drought,3.1,Very Low,31.6,9.8,0.0,Low
Rangareddy,Telangana,2020,Mar,3,severe_drought,12.7,Very Low,40.1,8.6,0.0,Low
Rangareddy,Telangana,2020,Apr,4,severe_drought,5.6,Very Low,30.5,11.8,0.0,Low
Rangareddy,Telangana,2020,May,5,severe_drought,0.0,Very Low,26.9,12.7,0.0,Low
Rangareddy,Telangana,2020,Jun,6,severe_drought,1.1,Very Low,31.6,10.4,0.0,Low
Rangareddy,Telangana,2020,Jul,7,severe_drought,12.9,Very Low,34.0,15.8,0.0,Low
Rangareddy,Telangana,2020,Aug,8,severe_drought,4.1,Very Low,44.1,15.0,0.0,Low
Rangareddy,Telangana,2020,Sep,9,severe_drought,12.2,Very Low,30.2,10.1,0.0,Low
Rangareddy,Telangana,2020,Oct,10,severe_drought,5.1,Very Low,29.9,16.8,0.0,Low
Rangareddy,Telangana,2020,Nov,11,severe_drought,0.0,Very Low,32.5,12.1,0.0,Low
Rangareddy,Telangana,2020,Dec,12,severe_drought,0.0,Very Low,33.8,10.4,0.0,Low
Medchal Malkajgiri,Telangana,2020,Jan,1,urban_flood,23.0,Low,43.0,9.3,0.0,Low
Medchal Malkajgiri,Telangana,2020,Feb,2,urban_flood,13.0,Very Low,31.6,15.6,0.0,Low
Medchal Malkajgiri,Telangana,2020,Mar,3,urban_flood,9.1,Very Low,38.2,16.5,0.0,Low
Medchal Malkajgiri,Telangana,2020,Apr,4,urban_flood,14.1,Very Low,32.0,16.2,0.0,Low
Medchal Malkajgiri,Telangana,2020,May,5,urban_flood,10.1,Very Low,41.3,13.7,0.0,Low
Medchal Malkajgiri,Telangana,2020,Jun,6,urban_flood,37.9,Low,30.4,9.2,0.0,Low
Medchal Malkajgiri,Telangana,2020,Jul,7,urban_flood,32.3,Low,43.1,9.0,0.0,Low
Medchal Malkajgiri,Telangana,2020,Aug,8,urban_flood,25.4,Low,26.0,11.6,0.0,Low
Medchal Malkajgiri,Telangana,2020,Sep,9,urban_flood,35.2,Low,28.0,8.9,0.0,Low
Medchal Malkajgiri,Telangana,2020,Oct,10,urban_flood,33.9,Low,34.4,10.9,0.0,Low
Medchal Malkajgiri,Telangana,2020,Nov,11,urban_flood,16.9,Very Low,29.3,14.9,0.0,Low
Medchal Malkajgiri,Telangana,2020,Dec,12,urban_flood,18.2,Very Low,43.6,11.0,0.0,Low
Sangareddy,Telangana,2020,Jan,1,normal,27.9,Low,27.8,13.8,0.0,Low
Sangareddy,Telangana,2020,Feb,2,normal,18.3,Very Low,29.1,14.0,0.0,Low
Sangareddy,Telangana,2020,Mar,3,normal,14.4,Very Low,31.9,12.1,0.0,Low
Sangareddy,Telangana,2020,Apr,4,normal,24.3,Low,37.9,12.3,0.0,Low
Sangareddy,Telangana,2020,May,5,normal,31.2,Low,42.7,12.2,0.0,Low
Sangareddy,Telangana,2020,Jun,6,normal,50.8,Moderate,33.1,11.2,0.0,Medium
Sangareddy,Telangana,2020,Jul,7,normal,50.0,Moderate,43.0,12.6,0.0,Low
Sangareddy,Telangana,2020,Aug,8,normal,47.8,Moderate,28.4,13.7,0.0,Low
Sangareddy,Telangana,2020,Sep,9,normal,41.9,Moderate,38.6,13.1,0.0,Low
Sangareddy,Telangana,2020,Oct,10,normal,45.9,Moderate,37.1,16.5,0.0,Low
Sangareddy,Telangana,2020,Nov,11,normal,15.1,Very Low,43.2,16.6,0.0,Low
Sangareddy,Telangana,2020,Dec,12,normal,31.2,Low,34.5,9.2,0.0,Low
Medak,Telangana,2020,Jan,1,flood,30.0,Low,34.9,11.8,0.0,Low
Medak,Telangana,2020,Feb,2,flood,37.7,Low,26.0,16.9,0.0,Low
Medak,Telangana,2020,Mar,3,flood,38.5,Low,34.1,18.0,0.0,Low
Medak,Telangana,2020,Apr,4,flood,39.7,Low,37.3,12.3,0.0,Low
Medak,Telangana,2020,May,5,flood,32.1,Low,35.2,16.0,0.0,Low
Medak,Telangana,2020,Jun,6,flood,72.4,High,42.7,16.7,13.4,High
Medak,Telangana,2020,Jul,7,flood,65.0,Moderate,41.1,14.5,0.0,Medium
Medak,Telangana,2020,Aug,8,flood,63.6,Moderate,26.2,16.7,0.0,Medium
Medak,Telangana,2020,Sep,9,flood,63.1,Moderate,34.3,17.3,0.0,Medium
Medak,Telangana,2020,Oct,10,flood,81.9,High,44.8,14.8,30.6,High
Medak,Telangana,2020,Nov,11,flood,31.2,Low,40.7,16.4,0.0,Low
Medak,Telangana,2020,Dec,12,flood,40.3,Moderate,41.0,13.4,0.0,Low
Nizamabad,Telangana,2020,Jan,1,drought,10.8,Very Low,30.8,9.1,0.0,Low
Nizamabad,Telangana,2020,Feb,2,drought,7.6,Very Low,27.2,9.0,0.0,Low
Nizamabad,Telangana,2020,Mar,3,drought,0.8,Very Low,30.3,13.2,0.0,Low
Nizamabad,Telangana,2020,Apr,4,drought,12.4,Very Low,36.9,13.0,0.0,Low
Nizamabad,Telangana,2020,May,5,drought,5.7,Very Low,38.5,8.3,0.0,Low
Nizamabad,Telangana,2020,Jun,6,drought,23.4,Low,35.0,12.3,0.0,Low
Nizamabad,Telangana,2020,Jul,7,drought,18.6,Very Low,40.7,12.9,0.0,Low
Nizamabad,Telangana,2020,Aug,8,drought,28.0,Low,42.4,16.6,0.0,Low
Nizamabad,Telangana,2020,Sep,9,drought,10.2,Very Low,32.2,14.4,0.0,Low
Nizamabad,Telangana,2020,Oct,10,drought,20.9,Low,39.9,11.2,0.0,Low
Nizamabad,Telangana,2020,Nov,11,drought,6.2,Very Low,33.7,12.2,0.0,Low
Nizamabad,Telangana,2020,Dec,12,drought,0.8,Very Low,38.7,11.4,0.0,Low
Kamareddy,Telangana,2020,Jan,1,waterlogging,40.1,Moderate,25.5,11.4,0.0,Low
Kamareddy,Telangana,2020,Feb,2,waterlogging,34.8,Low,33.7,16.1,0.0,Low
Kamareddy,Telangana,2020,Mar,3,waterlogging,32.9,Low,32.2,17.8,0.0,Low
Kamareddy,Telangana,2020,Apr,4,waterlogging,32.4,Low,38.7,11.1,0.0,Low
Kamareddy,Telangana,2020,May,5,waterlogging,32.9,Low,25.8,11.8,0.0,Low
Kamareddy,Telangana,2020,Jun,6,waterlogging,85.6,Saturated,43.1,10.0,41.0,Extreme
Kamareddy,Telangana,2020,Jul,7,waterlogging,76.9,High,40.1,17.1,23.2,High
Kamareddy,Telangana,2020,Aug,8,waterlogging,71.3,High,29.3,15.9,12.2,High
Kamareddy,Telangana,2020,Sep,9,waterlogging,73.0,High,34.4,15.1,7.1,High
Kamareddy,Telangana,2020,Oct,10,waterlogging,74.2,High,40.2,17.5,14.4,High
Kamareddy,Telangana,2020,Nov,11,waterlogging,37.0,Low,33.0,12.1,0.0,Low
Kamareddy,Telangana,2020,Dec,12,waterlogging,46.6,Moderate,38.7,8.3,0.0,Low
Jagtial,Telangana,2020,Jan,1,extreme_flood,35.9,Low,37.5,10.4,0.0,Low
Jagtial,Telangana,2020,Feb,2,extreme_flood,52.0,Moderate,28.9,8.2,0.0,Medium
Jagtial,Telangana,2020,Mar,3,extreme_flood,36.5,Low,43.2,11.6,0.0,Low
Jagtial,Telangana,2020,Apr,4,extreme_flood,40.6,Moderate,29.7,9.1,0.0,Low
Jagtial,Telangana,2020,May,5,extreme_flood,38.7,Low,38.4,11.0,0.0,Low
Jagtial,Telangana,2020,Jun,6,extreme_flood,77.9,High,36.4,12.3,24.6,High
Jagtial,Telangana,2020,Jul,7,extreme_flood,78.6,High,26.5,8.8,24.0,High
Jagtial,Telangana,2020,Aug,8,extreme_flood,89.3,Saturated,25.6,9.2,40.5,Extreme
Jagtial,Telangana,2020,Sep,9,extreme_flood,77.1,High,26.4,16.5,23.5,High
Jagtial,Telangana,2020,Oct,10,extreme_flood,83.5,High,31.0,16.1,29.3,High
Jagtial,Telangana,2020,Nov,11,extreme_flood,43.9,Moderate,43.9,16.0,0.0,Low
Jagtial,Telangana,2020,Dec,12,extreme_flood,37.3,Low,32.8,15.5,0.0,Low
Rajanna Sircilla,Telangana,2020,Jan,1,mild,19.8,Very Low,27.2,14.9,0.0,Low
Rajanna Sircilla,Telangana,2020,Feb,2,mild,8.8,Very Low,27.0,9.4,0.0,Low
Rajanna Sircilla,Telangana,2020,Mar,3,mild,18.6,Very Low,40.0,10.3,0.0,Low
Rajanna Sircilla,Telangana,2020,Apr,4,mild,20.5,Low,41.1,16.8,0.0,Low
Rajanna Sircilla,Telangana,2020,May,5,mild,13.9,Very Low,43.4,15.6,0.0,Low
Rajanna Sircilla,Telangana,2020,Jun,6,mild,31.8,Low,39.4,15.1,0.0,Low
Rajanna Sircilla,Telangana,2020,Jul,7,mild,42.5,Moderate,37.5,9.8,0.0,Low
Rajanna Sircilla,Telangana,2020,Aug,8,mild,32.6,Low,37.7,14.1,0.0,Low
Rajanna Sircilla,Telangana,2020,Sep,9,mild,39.7,Low,25.1,11.7,0.0,Low
Rajanna Sircilla,Telangana,2020,Oct,10,mild,35.1,Low,34.0,15.2,0.0,Low
Rajanna Sircilla,Telangana,2020,Nov,11,mild,14.7,Very Low,39.1,11.7,0.0,Low
Rajanna Sircilla,Telangana,2020,Dec,12,mild,26.0,Low,43.4,13.5,0.0,Low
Karimnagar,Telangana,2020,Jan,1,severe_drought,5.3,Very Low,35.8,10.5,0.0,Low
Karimnagar,Telangana,2020,Feb,2,severe_drought,8.3,Very Low,40.4,15.6,0.0,Low
Karimnagar,Telangana,2020,Mar,3,severe_drought,0.8,Very Low,39.1,8.6,0.0,Low
Karimnagar,Telangana,2020,Apr,4,severe_drought,7.8,Very Low,35.8,8.4,0.0,Low
Karimnagar,Telangana,2020,May,5,severe_drought,2.1,Very Low,44.9,12.8,0.0,Low
Karimnagar,Telangana,2020,Jun,6,severe_drought,4.9,Very Low,37.0,9.2,0.0,Low
Karimnagar,Telangana,2020,Jul,7,severe_drought,14.8,Very Low,27.2,15.5,0.0,Low
Karimnagar,Telangana,2020,Aug,8,severe_drought,2.0,Very Low,35.0,12.9,0.0,Low
Karimnagar,Telangana,2020,Sep,9,severe_drought,0.0,Very Low,44.3,9.5,0.0,Low
Karimnagar,Telangana,2020,Oct,10,severe_drought,16.8,Very Low,25.1,11.2,0.0,Low
Karimnagar,Telangana,2020,Nov,11,severe_drought,9.4,Very Low,37.7,13.8,0.0,Low
Karimnagar,Telangana,2020,Dec,12,severe_drought,9.8,Very Low,26.4,17.1,0.0,Low
Peddapalli,Telangana,2020,Jan,1,urban_flood,21.9,Low,27.9,16.7,0.0,Low
Peddapalli,Telangana,2020,Feb,2,urban_flood,25.9,Low,37.5,11.2,0.0,Low
Peddapalli,Telangana,2020,Mar,3,urban_flood,25.8,Low,27.2,11.8,0.0,Low
Peddapalli,Telangana,2020,Apr,4,urban_flood,14.1,Very Low,36.7,17.1,0.0,Low
Peddapalli,Telangana,2020,May,5,urban_flood,20.9,Low,41.5,10.2,0.0,Low
Peddapalli,Telangana,2020,Jun,6,urban_flood,38.9,Low,44.3,9.1,0.0,Low
Peddapalli,Telangana,2020,Jul,7,urban_flood,33.8,Low,26.2,10.8,0.0,Low
Peddapalli,Telangana,2020,Aug,8,urban_flood,27.3,Low,33.8,13.9,0.0,Low
Peddapalli,Telangana,2020,Sep,9,urban_flood,33.1,Low,41.2,8.4,0.0,Low
Peddapalli,Telangana,2020,Oct,10,urban_flood,44.1,Moderate,37.7,11.0,0.0,Low
Peddapalli,Telangana,2020,Nov,11,urban_flood,22.4,Low,32.2,14.4,0.0,Low
Peddapalli,Telangana,2020,Dec,12,urban_flood,22.2,Low,25.4,11.8,0.0,Low
Jayashankar Bhupalpally,Telangana,2020,Jan,1,normal,29.3,Low,38.3,16.3,0.0,Low
Jayashankar Bhupalpally,Telangana,2020,Feb,2,normal,17.6,Very Low,25.1,13.2,0.0,Low
Jayashankar Bhupalpally,Telangana,2020,Mar,3,normal,17.0,Very Low,35.5,12.8,0.0,Low
Jayashankar Bhupalpally,Telangana,2020,Apr,4,normal,14.8,Very Low,35.9,10.3,0.0,Low
Jayashankar Bhupalpally,Telangana,2020,May,5,normal,20.0,Very Low,27.2,8.2,0.0,Low
Jayashankar Bhupalpally,Telangana,2020,Jun,6,normal,41.8,Moderate,38.6,15.6,0.0,Low
Jayashankar Bhupalpally,Telangana,2020,Jul,7,normal,54.0,Moderate,41.6,14.2,0.0,Medium
Jayashankar Bhupalpally,Telangana,2020,Aug,8,normal,50.0,Moderate,44.1,12.0,0.0,Low
Jayashankar Bhupalpally,Telangana,2020,Sep,9,normal,49.0,Moderate,42.7,15.1,0.0,Low
Jayashankar Bhupalpally,Telangana,2020,Oct,10,normal,54.1,Moderate,38.1,17.7,0.0,Medium
Jayashankar Bhupalpally,Telangana,2020,Nov,11,normal,19.4,Very Low,29.8,12.2,0.0,Low
Jayashankar Bhupalpally,Telangana,2020,Dec,12,normal,18.5,Very Low,27.3,15.8,0.0,Low
Mulugu,Telangana,2020,Jan,1,flood,38.0,Low,42.8,16.7,0.0,Low
Mulugu,Telangana,2020,Feb,2,flood,41.9,Moderate,30.9,8.2,0.0,Low
Mulugu,Telangana,2020,Mar,3,flood,42.9,Moderate,29.4,13.1,0.0,Low
Mulugu,Telangana,2020,Apr,4,flood,43.4,Moderate,42.4,8.1,0.0,Low
Mulugu,Telangana,2020,May,5,flood,44.8,Moderate,27.5,9.6,0.0,Low
Mulugu,Telangana,2020,Jun,6,flood,72.6,High,25.5,12.8,12.9,High
Mulugu,Telangana,2020,Jul,7,flood,77.9,High,32.8,9.7,20.9,High
Mulugu,Telangana,2020,Aug,8,flood,64.6,Moderate,42.3,8.6,0.0,Medium
Mulugu,Telangana,2020,Sep,9,flood,69.6,High,32.0,8.4,8.6,Medium
Mulugu,Telangana,2020,Oct,10,flood,78.7,High,34.4,13.6,17.9,High
Mulugu,Telangana,2020,Nov,11,flood,34.0,Low,28.8,11.5,0.0,Low
Mulugu,Telangana,2020,Dec,12,flood,42.7,Moderate,31.4,14.1,0.0,Low
Bhadradri Kothagudem,Telangana,2020,Jan,1,drought,4.6,Very Low,37.6,15.8,0.0,Low
Bhadradri Kothagudem,Telangana,2020,Feb,2,drought,2.3,Very Low,31.9,10.1,0.0,Low
Bhadradri Kothagudem,Telangana,2020,Mar,3,drought,4.5,Very Low,39.1,9.9,0.0,Low
Bhadradri Kothagudem,Telangana,2020,Apr,4,drought,17.8,Very Low,28.8,8.7,0.0,Low
Bhadradri Kothagudem,Telangana,2020,May,5,drought,12.9,Very Low,33.8,10.3,0.0,Low
Bhadradri Kothagudem,Telangana,2020,Jun,6,drought,16.6,Very Low,40.1,10.0,0.0,Low
Bhadradri Kothagudem,Telangana,2020,Jul,7,drought,24.7,Low,38.6,9.2,0.0,Low
Bhadradri Kothagudem,Telangana,2020,Aug,8,drought,14.3,Very Low,30.1,13.0,0.0,Low
Bhadradri Kothagudem,Telangana,2020,Sep,9,drought,19.2,Very Low,33.5,13.7,0.0,Low
Bhadradri Kothagudem,Telangana,2020,Oct,10,drought,29.7,Low,37.3,14.0,0.0,Low
Bhadradri Kothagudem,Telangana,2020,Nov,11,drought,6.1,Very Low,30.3,9.4,0.0,Low
Bhadradri Kothagudem,Telangana,2020,Dec,12,drought,15.1,Very Low,26.6,9.1,0.0,Low
Khammam,Telangana,2020,Jan,1,waterlogging,40.2,Moderate,35.4,9.5,0.0,Low
Khammam,Telangana,2020,Feb,2,waterlogging,32.1,Low,30.3,10.7,0.0,Low
Khammam,Telangana,2020,Mar,3,waterlogging,32.5,Low,29.9,9.3,0.0,Low
Khammam,Telangana,2020,Apr,4,waterlogging,41.9,Moderate,32.8,14.8,0.0,Low
Khammam,Telangana,2020,May,5,waterlogging,30.8,Low,34.6,12.6,0.0,Low
Khammam,Telangana,2020,Jun,6,waterlogging,85.2,Saturated,25.9,11.1,38.0,Extreme
Khammam,Telangana,2020,Jul,7,waterlogging,71.5,High,41.6,16.3,10.7,High
Khammam,Telangana,2020,Aug,8,waterlogging,68.2,High,43.0,11.0,3.5,Medium
Khammam,Telangana,2020,Sep,9,waterlogging,72.7,High,38.3,12.1,14.7,High
Khammam,Telangana,2020,Oct,10,waterlogging,87.8,Saturated,34.6,10.3,41.1,Extreme
Khammam,Telangana,2020,Nov,11,waterlogging,30.8,Low,27.6,11.6,0.0,Low
Khammam,Telangana,2020,Dec,12,waterlogging,30.6,Low,30.4,13.1,0.0,Low
Nalgonda,Telangana,2020,Jan,1,extreme_flood,37.7,Low,29.9,14.5,0.0,Low
Nalgonda,Telangana,2020,Feb,2,extreme_flood,35.3,Low,31.4,11.5,0.0,Low
Nalgonda,Telangana,2020,Mar,3,extreme_flood,51.4,Moderate,25.4,13.3,0.0,Medium
Nalgonda,Telangana,2020,Apr,4,extreme_flood,36.9,Low,41.4,11.7,0.0,Low
Nalgonda,Telangana,2020,May,5,extreme_flood,53.1,Moderate,26.2,13.4,0.0,Medium
Nalgonda,Telangana,2020,Jun,6,extreme_flood,87.7,Saturated,33.9,16.8,43.8,Extreme
Nalgonda,Telangana,2020,Jul,7,extreme_flood,83.8,High,38.0,10.8,35.6,High
Nalgonda,Telangana,2020,Aug,8,extreme_flood,75.3,High,30.2,15.5,11.3,High
Nalgonda,Telangana,2020,Sep,9,extreme_flood,76.8,High,28.3,10.7,14.1,High
Nalgonda,Telangana,2020,Oct,10,extreme_flood,85.4,Saturated,31.1,11.3,39.3,Extreme
Nalgonda,Telangana,2020,Nov,11,extreme_flood,38.0,Low,30.8,15.6,0.0,Low
Nalgonda,Telangana,2020,Dec,12,extreme_flood,37.7,Low,30.2,17.3,0.0,Low
Suryapet,Telangana,2020,Jan,1,mild,15.3,Very Low,30.1,11.8,0.0,Low
Suryapet,Telangana,2020,Feb,2,mild,27.0,Low,27.9,13.7,0.0,Low
Suryapet,Telangana,2020,Mar,3,mild,13.7,Very Low,25.1,14.5,0.0,Low
Suryapet,Telangana,2020,Apr,4,mild,9.8,Very Low,41.5,10.0,0.0,Low
Suryapet,Telangana,2020,May,5,mild,13.9,Very Low,30.5,14.6,0.0,Low
Suryapet,Telangana,2020,Jun,6,mild,31.0,Low,36.4,9.5,0.0,Low
Suryapet,Telangana,2020,Jul,7,mild,27.9,Low,36.5,10.1,0.0,Low
Suryapet,Telangana,2020,Aug,8,mild,44.2,Moderate,28.7,13.5,0.0,Low
Suryapet,Telangana,2020,Sep,9,mild,41.0,Moderate,29.6,9.4,0.0,Low
Suryapet,Telangana,2020,Oct,10,mild,25.4,Low,30.4,12.9,0.0,Low
Suryapet,Telangana,2020,Nov,11,mild,24.9,Low,43.3,8.4,0.0,Low
Suryapet,Telangana,2020,Dec,12,mild,25.8,Low,34.1,8.4,0.0,Low
Yadadri Bhuvanagiri,Telangana,2020,Jan,1,severe_drought,7.8,Very Low,29.5,10.4,0.0,Low
Yadadri Bhuvanagiri,Telangana,2020,Feb,2,severe_drought,0.0,Very Low,29.4,11.7,0.0,Low
Yadadri Bhuvanagiri,Telangana,2020,Mar,3,severe_drought,8.1,Very Low,28.9,13.5,0.0,Low
Yadadri Bhuvanagiri,Telangana,2020,Apr,4,severe_drought,1.3,Very Low,28.8,16.2,0.0,Low
Yadadri Bhuvanagiri,Telangana,2020,May,5,severe_drought,0.0,Very Low,29.0,13.0,0.0,Low
Yadadri Bhuvanagiri,Telangana,2020,Jun,6,severe_drought,0.0,Very Low,40.2,11.3,0.0,Low
Yadadri Bhuvanagiri,Telangana,2020,Jul,7,severe_drought,15.8,Very Low,41.3,8.5,0.0,Low
Yadadri Bhuvanagiri,Telangana,2020,Aug,8,severe_drought,11.7,Very Low,43.7,8.4,0.0,Low
Yadadri Bhuvanagiri,Telangana,2020,Sep,9,severe_drought,10.2,Very Low,34.9,12.3,0.0,Low
Yadadri Bhuvanagiri,Telangana,2020,Oct,10,severe_drought,15.1,Very Low,42.9,8.1,0.0,Low
Yadadri Bhuvanagiri,Telangana,2020,Nov,11,severe_drought,11.5,Very Low,36.4,15.3,0.0,Low
Yadadri Bhuvanagiri,Telangana,2020,Dec,12,severe_drought,0.0,Very Low,28.5,11.9,0.0,Low
Mahabubnagar,Telangana,2020,Jan,1,urban_flood,17.2,Very Low,37.0,10.9,0.0,Low
Mahabubnagar,Telangana,2020,Feb,2,urban_flood,16.2,Very Low,29.3,13.6,0.0,Low
Mahabubnagar,Telangana,2020,Mar,3,urban_flood,21.8,Low,25.9,11.7,0.0,Low
Mahabubnagar,Telangana,2020,Apr,4,urban_flood,17.7,Very Low,39.7,16.7,0.0,Low
Mahabubnagar,Telangana,2020,May,5,urban_flood,22.0,Low,27.1,17.0,0.0,Low
Mahabubnagar,Telangana,2020,Jun,6,urban_flood,35.2,Low,35.3,11.9,0.0,Low
Mahabubnagar,Telangana,2020,Jul,7,urban_flood,40.9,Moderate,35.9,12.2,0.0,Low
Mahabubnagar,Telangana,2020,Aug,8,urban_flood,30.7,Low,25.4,9.4,0.0,Low
Mahabubnagar,Telangana,2020,Sep,9,urban_flood,33.0,Low,30.7,15.6,0.0,Low
Mahabubnagar,Telangana,2020,Oct,10,urban_flood,32.2,Low,41.3,8.7,0.0,Low
Mahabubnagar,Telangana,2020,Nov,11,urban_flood,21.3,Low,26.7,10.0,0.0,Low
Mahabubnagar,Telangana,2020,Dec,12,urban_flood,20.2,Low,27.8,11.5,0.0,Low
Nagarkurnool,Telangana,2020,Jan,1,normal,13.7,Very Low,27.0,13.5,0.0,Low
Nagarkurnool,Telangana,2020,Feb,2,normal,13.2,Very Low,33.4,16.0,0.0,Low
Nagarkurnool,Telangana,2020,Mar,3,normal,20.9,Low,38.7,16.0,0.0,Low
Nagarkurnool,Telangana,2020,Apr,4,normal,20.1,Low,29.2,8.2,0.0,Low
Nagarkurnool,Telangana,2020,May,5,normal,14.5,Very Low,28.6,11.5,0.0,Low
Nagarkurnool,Telangana,2020,Jun,6,normal,58.1,Moderate,41.5,9.2,0.0,Medium
Nagarkurnool,Telangana,2020,Jul,7,normal,54.8,Moderate,32.9,9.6,0.0,Medium
Nagarkurnool,Telangana,2020,Aug,8,normal,59.2,Moderate,39.7,15.8,0.0,Medium
Nagarkurnool,Telangana,2020,Sep,9,normal,51.9,Moderate,27.2,13.0,0.0,Medium
Nagarkurnool,Telangana,2020,Oct,10,normal,53.8,Moderate,27.7,8.9,0.0,Medium
Nagarkurnool,Telangana,2020,Nov,11,normal,18.2,Very Low,35.4,10.4,0.0,Low
Nagarkurnool,Telangana,2020,Dec,12,normal,31.0,Low,40.9,9.0,0.0,Low
Wanaparthy,Telangana,2020,Jan,1,flood,35.4,Low,38.5,15.0,0.0,Low
Wanaparthy,Telangana,2020,Feb,2,flood,35.9,Low,40.7,13.0,0.0,Low
Wanaparthy,Telangana,2020,Mar,3,flood,33.0,Low,45.0,16.7,0.0,Low
Wanaparthy,Telangana,2020,Apr,4,flood,30.6,Low,33.6,10.0,0.0,Low
Wanaparthy,Telangana,2020,May,5,flood,35.5,Low,37.8,9.0,0.0,Low
Wanaparthy,Telangana,2020,Jun,6,flood,67.0,High,30.0,16.6,0.0,Medium
Wanaparthy,Telangana,2020,Jul,7,flood,81.5,High,25.5,11.7,29.3,High
Wanaparthy,Telangana,2020,Aug,8,flood,73.5,High,28.3,10.1,16.9,High
Wanaparthy,Telangana,2020,Sep,9,flood,81.3,High,34.7,11.9,29.4,High
Wanaparthy,Telangana,2020,Oct,10,flood,67.2,High,29.9,16.4,0.0,Medium
Wanaparthy,Telangana,2020,Nov,11,flood,44.1,Moderate,28.2,13.2,0.0,Low
Wanaparthy,Telangana,2020,Dec,12,flood,44.9,Moderate,37.9,17.1,0.0,Low
Gadwal,Telangana,2020,Jan,1,drought,6.0,Very Low,43.4,9.4,0.0,Low
Gadwal,Telangana,2020,Feb,2,drought,18.0,Very Low,41.2,9.4,0.0,Low
Gadwal,Telangana,2020,Mar,3,drought,7.6,Very Low,29.6,17.3,0.0,Low
Gadwal,Telangana,2020,Apr,4,drought,18.4,Very Low,32.2,9.9,0.0,Low
Gadwal,Telangana,2020,May,5,drought,2.2,Very Low,28.7,11.4,0.0,Low
Gadwal,Telangana,2020,Jun,6,drought,10.9,Very Low,40.8,9.0,0.0,Low
Gadwal,Telangana,2020,Jul,7,drought,13.5,Very Low,37.8,15.5,0.0,Low
Gadwal,Telangana,2020,Aug,8,drought,27.4,Low,28.4,8.3,0.0,Low
Gadwal,Telangana,2020,Sep,9,drought,25.9,Low,42.4,15.4,0.0,Low
Gadwal,Telangana,2020,Oct,10,drought,18.3,Very Low,40.9,9.0,0.0,Low
Gadwal,Telangana,2020,Nov,11,drought,18.7,Very Low,36.2,16.9,0.0,Low
Gadwal,Telangana,2020,Dec,12,drought,7.6,Very Low,44.3,15.7,0.0,Low
Narayanpet,Telangana,2020,Jan,1,waterlogging,40.8,Moderate,43.9,15.8,0.0,Low
Narayanpet,Telangana,2020,Feb,2,waterlogging,42.3,Moderate,39.4,9.4,0.0,Low
Narayanpet,Telangana,2020,Mar,3,waterlogging,44.5,Moderate,36.7,12.2,0.0,Low
Narayanpet,Telangana,2020,Apr,4,waterlogging,30.0,Low,40.2,14.6,0.0,Low
Narayanpet,Telangana,2020,May,5,waterlogging,37.0,Low,25.9,13.8,0.0,Low
Narayanpet,Telangana,2020,Jun,6,waterlogging,69.7,High,41.3,12.0,6.8,Medium
Narayanpet,Telangana,2020,Jul,7,waterlogging,73.4,High,33.1,16.9,12.5,High
Narayanpet,Telangana,2020,Aug,8,waterlogging,78.2,High,31.8,12.5,23.6,High
Narayanpet,Telangana,2020,Sep,9,waterlogging,74.0,High,35.3,14.3,15.9,High
Narayanpet,Telangana,2020,Oct,10,waterlogging,70.3,High,33.0,12.6,2.2,High
Narayanpet,Telangana,2020,Nov,11,waterlogging,39.4,Low,31.1,10.2,0.0,Low
Narayanpet,Telangana,2020,Dec,12,waterlogging,47.3,Moderate,43.6,8.9,0.0,Low
Vikarabad,Telangana,2020,Jan,1,extreme_flood,46.8,Moderate,40.3,15.4,0.0,Low
Vikarabad,Telangana,2020,Feb,2,extreme_flood,39.6,Low,34.2,10.4,0.0,Low
Vikarabad,Telangana,2020,Mar,3,extreme_flood,44.0,Moderate,26.2,15.2,0.0,Low
Vikarabad,Telangana,2020,Apr,4,extreme_flood,38.5,Low,33.9,14.2,0.0,Low
Vikarabad,Telangana,2020,May,5,extreme_flood,46.8,Moderate,38.7,8.6,0.0,Low
Vikarabad,Telangana,2020,Jun,6,extreme_flood,85.8,Saturated,44.6,8.7,32.3,Extreme
Vikarabad,Telangana,2020,Jul,7,extreme_flood,77.7,High,44.6,8.8,17.9,High
Vikarabad,Telangana,2020,Aug,8,extreme_flood,75.5,High,32.4,11.3,15.8,High
Vikarabad,Telangana,2020,Sep,9,extreme_flood,78.8,High,44.4,9.2,26.9,High
Vikarabad,Telangana,2020,Oct,10,extreme_flood,82.1,High,31.9,12.5,25.9,High
Vikarabad,Telangana,2020,Nov,11,extreme_flood,47.7,Moderate,26.9,12.6,0.0,Low
