Annual_Rainfall_mm_x,Flood_Occurred,Waterlogging_Occurred,Waterlogging_Days,Urban_Inundation_Hours,Roads_Blocked_Count,Drainage_Overflow,Flash_Flood,Flood_Severity_Enc,Waterlogging_Severity_Enc,Annual_Rainfall_mm_y,Monsoon_Rainfall_mm,Monsoon_Percent,Rainfall_Category_Enc,Flood_Risk_Enc,Clay_Percent,Sand_Percent,Silt_Percent,Organic_Matter_Percent,pH,Permeability_mm_per_hr,Flood_Absorption_Score,Soil_Type_Enc,Water_Retention_Capacity_Enc,Drainage_Speed_Enc,Waterlogging_Susceptibility_Enc,Mean_Elevation_m,Min_Elevation_m,Elevation_Std_Dev,Inundation_Depth_Potential_m,Terrain_Type_Enc,Flood_Risk_Elevation_Enc,Urban_Percent,Waterbody_Percent,Impervious_Surface_Percent,Runoff_Potential_Enc,Urban_Heat_Island_Risk_Enc,Drainage_Capacity_Percent,Drain_Coverage_Percent,Blocked_Drains_Percent,Overflow_Threshold_mm_per_hr,Pump_Stations,Drainage_Quality_Enc,Waterlogging_Risk_Enc,Drainage_Type_Enc,Mean_Slope_Degrees,Runoff_Coefficient,Impervious_Runoff_mm_per_100mm_rain,Time_to_Peak_Flow_hrs,Curve_Number,Slope_Category_Enc,Waterlogging_Potential_Enc,Flow_Speed_Enc,Flood_Threshold_Daily_mm,Waterlogging_Threshold_mm,Alert_Level_1_mm,Alert_Level_2_mm,Alert_Level_3_mm,Emergency_Level_mm,Base_Flood_Risk_Enc,IMD_Category_Enc,Number_of_Major_Rivers,Distance_to_Nearest_River_km,Number_of_Waterbodies,Flood_Plain_Area_sqkm,Flood_Risk_River_Enc,Breach_History_Enc,Reservoir_Enc,Population_Density_per_sqkm,Urban_Population_Percent,Vulnerable_Population_Percent,Flood_Exposure_Index,Avg_Soil_Moisture,Max_Soil_Moisture,Avg_Excess_Water,Max_Saturation_Enc,Max_Waterlogging_Risk_Enc
2597.4,1,1,39,2,2,1,1,3.0,4.0,1968.6,1705.8,86.7,4,3,57.1,12.8,26.8,1.8,8.0,34.7,3.3,1,3,3,0,12,1,130.8,2.93,0,3,18.4,12.9,13.8,1,0,63.5,18.7,9.0,38.4,22,3,0,3,0.95,0.92,92.0,9.4,78,0,4,0,55.0,33.0,27.5,41.2,55.0,82.5,2,0,1,22.9,15,224.9,0,1,1,438,50.9,21.7,4.76,65.35000000000001,94.9,18.583333333333332,4,3
1899.4,1,1,17,59,1,1,1,3.0,2.0,2041.0,1774.1,86.9,4,3,10.1,63.2,29.7,0.6,7.5,17.0,4.5,8,1,0,2,14,1,131.8,2.87,0,3,22.6,10.2,17.0,1,0,38.4,35.9,3.5,34.1,16,2,1,0,0.57,0.81,81.0,9.6,82,0,4,0,65.0,39.0,32.5,48.8,65.0,97.5,2,1,1,21.3,34,133.0,0,1,0,518,28.2,33.5,4.99,26.90833333333333,42.9,0.0,2,0
864.8,0,0,0,0,0,0,0,2.0,3.0,811.5,695.8,85.7,2,0,10.1,63.2,29.7,0.6,7.5,17.0,4.5,8,1,0,2,14,1,131.8,2.87,0,3,22.6,10.2,17.0,1,0,38.4,35.9,3.5,34.1,16,2,1,0,0.57,0.81,81.0,9.6,82,0,4,0,65.0,39.0,32.5,48.8,65.0,97.5,2,1,1,21.3,34,133.0,0,1,0,518,28.2,33.5,4.99,26.90833333333333,42.9,0.0,2,0
269.4,0,0,0,0,0,0,0,2.0,3.0,410.0,347.3,84.7,0,0,10.1,63.2,29.7,0.6,7.5,17.0,4.5,8,1,0,2,14,1,131.8,2.87,0,3,22.6,10.2,17.0,1,0,38.4,35.9,3.5,34.1,16,2,1,0,0.57,0.81,81.0,9.6,82,0,4,0,65.0,39.0,32.5,48.8,65.0,97.5,2,1,1,21.3,34,133.0,0,1,0,518,28.2,33.5,4.99,26.90833333333333,42.9,0.0,2,0
1398.9,1,1,19,2,52,1,0,1.0,2.0,1221.8,1046.1,85.6,3,1,10.1,63.2,29.7,0.6,7.5,17.0,4.5,8,1,0,2,14,1,131.8,2.87,0,3,22.6,10.2,17.0,1,0,38.4,35.9,3.5,34.1,16,2,1,0,0.57,0.81,81.0,9.6,82,0,4,0,65.0,39.0,32.5,48.8,65.0,97.5,2,1,1,21.3,34,133.0,0,1,0,518,28.2,33.5,4.99,26.90833333333333,42.9,0.0,2,0
994.8,0,0,0,0,0,0,0,2.0,3.0,874.1,758.0,86.7,2,0,10.1,63.2,29.7,0.6,7.5,17.0,4.5,8,1,0,2,14,1,131.8,2.87,0,3,22.6,10.2,17.0,1,0,38.4,35.9,3.5,34.1,16,2,1,0,0.57,0.81,81.0,9.6,82,0,4,0,65.0,39.0,32.5,48.8,65.0,97.5,2,1,1,21.3,34,133.0,0,1,0,518,28.2,33.5,4.99,26.90833333333333,42.9,0.0,2,0
1350.0,1,1,4,55,74,1,0,2.0,1.0,1329.8,1175.5,88.4,3,2,10.1,63.2,29.7,0.6,7.5,17.0,4.5,8,1,0,2,14,1,131.8,2.87,0,3,22.6,10.2,17.0,1,0,38.4,35.9,3.5,34.1,16,2,1,0,0.57,0.81,81.0,9.6,82,0,4,0,65.0,39.0,32.5,48.8,65.0,97.5,2,1,1,21.3,34,133.0,0,1,0,518,28.2,33.5,4.99,26.90833333333333,42.9,0.0,2,0
532.5,0,0,0,0,0,0,0,2.0,3.0,655.3,558.1,85.2,1,0,10.1,63.2,29.7,0.6,7.5,17.0,4.5,8,1,0,2,14,1,131.8,2.87,0,3,22.6,10.2,17.0,1,0,38.4,35.9,3.5,34.1,16,2,1,0,0.57,0.81,81.0,9.6,82,0,4,0,65.0,39.0,32.5,48.8,65.0,97.5,2,1,1,21.3,34,133.0,0,1,0,518,28.2,33.5,4.99,26.90833333333333,42.9,0.0,2,0
1273.9,1,1,5,70,10,1,0,1.0,1.0,1416.7,1248.9,88.2,3,2,10.1,63.2,29.7,0.6,7.5,17.0,4.5,8,1,0,2,14,1,131.8,2.87,0,3,22.6,10.2,17.0,1,0,38.4,35.9,3.5,34.1,16,2,1,0,0.57,0.81,81.0,9.6,82,0,4,0,65.0,39.0,32.5,48.8,65.0,97.5,2,1,1,21.3,34,133.0,0,1,0,518,28.2,33.5,4.99,26.90833333333333,42.9,0.0,2,0
2240.9,1,1,9,59,69,1,1,3.0,2.0,1887.7,1656.6,87.8,4,3,10.1,63.2,29.7,0.6,7.5,17.0,4.5,8,1,0,2,14,1,131.8,2.87,0,3,22.6,10.2,17.0,1,0,38.4,35.9,3.5,34.1,16,2,1,0,0.57,0.81,81.0,9.6,82,0,4,0,65.0,39.0,32.5,48.8,65.0,97.5,2,1,1,21.3,34,133.0,0,1,0,518,28.2,33.5,4.99,26.90833333333333,42.9,0.0,2,0
1018.1,0,0,0,0,0,0,0,2.0,3.0,831.6,718.4,86.4,2,0,10.1,63.2,29.7,0.6,7.5,17.0,4.5,8,1,0,2,14,1,131.8,2.87,0,3,22.6,10.2,17.0,1,0,38.4,35.9,3.5,34.1,16,2,1,0,0.57,0.81,81.0,9.6,82,0,4,0,65.0,39.0,32.5,48.8,65.0,97.5,2,1,1,21.3,34,133.0,0,1,0,518,28.2,33.5,4.99,26.90833333333333,42.9,0.0,2,0
868.7,0,0,0,0,0,0,0,2.0,3.0,745.0,617.5,82.9,2,0,10.4,52.2,30.6,0.6,8.4,11.5,7.5,8,1,0,2,30,1,126.5,2.33,1,2,59.0,5.3,44.2,2,2,44.6,71.8,18.5,46.9,6,2,1,0,2.43,0.71,71.0,5.1,79,1,3,1,80.0,48.0,40.0,60.0,80.0,120.0,1,1,1,4.9,36,62.4,2,1,0,395,17.6,25.5,3.29,6.058333333333334,17.7,0.0,0,0
239.5,0,0,0,0,0,0,0,2.0,3.0,251.4,202.3,80.5,0,0,10.4,52.2,30.6,0.6,8.4,11.5,7.5,8,1,0,2,30,1,126.5,2.33,1,2,59.0,5.3,44.2,2,2,44.6,71.8,18.5,46.9,6,2,1,0,2.43,0.71,71.0,5.1,79,1,3,1,80.0,48.0,40.0,60.0,80.0,120.0,1,1,1,4.9,36,62.4,2,1,0,395,17.6,25.5,3.29,6.058333333333334,17.7,0.0,0,0
1272.0,1,1,19,20,70,0,0,1.0,2.0,1425.6,1215.4,85.3,3,2,10.4,52.2,30.6,0.6,8.4,11.5,7.5,8,1,0,2,30,1,126.5,2.33,1,2,59.0,5.3,44.2,2,2,44.6,71.8,18.5,46.9,6,2,1,0,2.43,0.71,71.0,5.1,79,1,3,1,80.0,48.0,40.0,60.0,80.0,120.0,1,1,1,4.9,36,62.4,2,1,0,395,17.6,25.5,3.29,6.058333333333334,17.7,0.0,0,0
889.4,0,0,0,0,0,0,0,2.0,3.0,928.6,821.9,88.5,2,0,10.4,52.2,30.6,0.6,8.4,11.5,7.5,8,1,0,2,30,1,126.5,2.33,1,2,59.0,5.3,44.2,2,2,44.6,71.8,18.5,46.9,6,2,1,0,2.43,0.71,71.0,5.1,79,1,3,1,80.0,48.0,40.0,60.0,80.0,120.0,1,1,1,4.9,36,62.4,2,1,0,395,17.6,25.5,3.29,6.058333333333334,17.7,0.0,0,0
1344.0,1,1,18,1,10,1,0,2.0,2.0,1497.5,1279.0,85.4,4,2,10.4,52.2,30.6,0.6,8.4,11.5,7.5,8,1,0,2,30,1,126.5,2.33,1,2,59.0,5.3,44.2,2,2,44.6,71.8,18.5,46.9,6,2,1,0,2.43,0.71,71.0,5.1,79,1,3,1,80.0,48.0,40.0,60.0,80.0,120.0,1,1,1,4.9,36,62.4,2,1,0,395,17.6,25.5,3.29,6.058333333333334,17.7,0.0,0,0
475.5,0,0,0,0,0,0,0,2.0,3.0,648.5,581.3,89.6,1,0,10.4,52.2,30.6,0.6,8.4,11.5,7.5,8,1,0,2,30,1,126.5,2.33,1,2,59.0,5.3,44.2,2,2,44.6,71.8,18.5,46.9,6,2,1,0,2.43,0.71,71.0,5.1,79,1,3,1,80.0,48.0,40.0,60.0,80.0,120.0,1,1,1,4.9,36,62.4,2,1,0,395,17.6,25.5,3.29,6.058333333333334,17.7,0.0,0,0
1239.7,1,1,30,42,6,1,0,1.0,3.0,1117.9,982.9,87.9,3,1,10.4,52.2,30.6,0.6,8.4,11.5,7.5,8,1,0,2,30,1,126.5,2.33,1,2,59.0,5.3,44.2,2,2,44.6,71.8,18.5,46.9,6,2,1,0,2.43,0.71,71.0,5.1,79,1,3,1,80.0,48.0,40.0,60.0,80.0,120.0,1,1,1,4.9,36,62.4,2,1,0,395,17.6,25.5,3.29,6.058333333333334,17.7,0.0,0,0
2134.8,1,1,2,1,47,1,1,3.0,1.0,1736.9,1526.9,87.9,4,3,10.4,52.2,30.6,0.6,8.4,11.5,7.5,8,1,0,2,30,1,126.5,2.33,1,2,59.0,5.3,44.2,2,2,44.6,71.8,18.5,46.9,6,2,1,0,2.43,0.71,71.0,5.1,79,1,3,1,80.0,48.0,40.0,60.0,80.0,120.0,1,1,1,4.9,36,62.4,2,1,0,395,17.6,25.5,3.29,6.058333333333334,17.7,0.0,0,0
910.5,0,0,0,0,0,0,0,2.0,3.0,863.2,753.0,87.2,2,0,10.4,52.2,30.6,0.6,8.4,11.5,7.5,8,1,0,2,30,1,126.5,2.33,1,2,59.0,5.3,44.2,2,2,44.6,71.8,18.5,46.9,6,2,1,0,2.43,0.71,71.0,5.1,79,1,3,1,80.0,48.0,40.0,60.0,80.0,120.0,1,1,1,4.9,36,62.4,2,1,0,395,17.6,25.5,3.29,6.058333333333334,17.7,0.0,0,0
418.3,0,0,0,0,0,0,0,2.0,3.0,366.2,312.8,85.4,0,0,10.4,52.2,30.6,0.6,8.4,11.5,7.5,8,1,0,2,30,1,126.5,2.33,1,2,59.0,5.3,44.2,2,2,44.6,71.8,18.5,46.9,6,2,1,0,2.43,0.71,71.0,5.1,79,1,3,1,80.0,48.0,40.0,60.0,80.0,120.0,1,1,1,4.9,36,62.4,2,1,0,395,17.6,25.5,3.29,6.058333333333334,17.7,0.0,0,0
218.1,0,0,0,0,0,0,0,2.0,3.0,403.7,349.4,86.5,0,0,57.2,16.5,26.3,2.2,8.1,45.9,5.6,1,3,3,0,589,572,100.9,0.0,4,0,17.2,5.5,12.9,1,0,49.1,16.0,4.9,17.5,11,2,1,0,10.31,0.36,36.0,6.9,57,3,1,3,71.1,42.7,35.5,53.3,71.1,106.6,2,1,1,9.7,43,172.0,1,1,0,107,30.9,22.3,2.02,23.458333333333332,42.7,0.0,2,0
1091.1,1,1,19,48,79,1,0,1.0,2.0,1330.6,1130.5,85.0,3,2,57.2,16.5,26.3,2.2,8.1,45.9,5.6,1,3,3,0,589,572,100.9,0.0,4,0,17.2,5.5,12.9,1,0,49.1,16.0,4.9,17.5,11,2,1,0,10.31,0.36,36.0,6.9,57,3,1,3,71.1,42.7,35.5,53.3,71.1,106.6,2,1,1,9.7,43,172.0,1,1,0,107,30.9,22.3,2.02,23.458333333333332,42.7,0.0,2,0
873.3,0,0,0,0,0,0,0,2.0,3.0,828.4,711.7,85.9,2,0,57.2,16.5,26.3,2.2,8.1,45.9,5.6,1,3,3,0,589,572,100.9,0.0,4,0,17.2,5.5,12.9,1,0,49.1,16.0,4.9,17.5,11,2,1,0,10.31,0.36,36.0,6.9,57,3,1,3,71.1,42.7,35.5,53.3,71.1,106.6,2,1,1,9.7,43,172.0,1,1,0,107,30.9,22.3,2.02,23.458333333333332,42.7,0.0,2,0
1436.4,1,1,24,36,37,1,0,2.0,3.0,1451.5,1280.5,88.2,4,2,57.2,16.5,26.3,2.2,8.1,45.9,5.6,1,3,3,0,589,572,100.9,0.0,4,0,17.2,5.5,12.9,1,0,49.1,16.0,4.9,17.5,11,2,1,0,10.31,0.36,36.0,6.9,57,3,1,3,71.1,42.7,35.5,53.3,71.1,106.6,2,1,1,9.7,43,172.0,1,1,0,107,30.9,22.3,2.02,23.458333333333332,42.7,0.0,2,0
548.4,0,0,0,0,0,0,0,2.0,3.0,448.7,399.3,89.0,1,0,57.2,16.5,26.3,2.2,8.1,45.9,5.6,1,3,3,0,589,572,100.9,0.0,4,0,17.2,5.5,12.9,1,0,49.1,16.0,4.9,17.5,11,2,1,0,10.31,0.36,36.0,6.9,57,3,1,3,71.1,42.7,35.5,53.3,71.1,106.6,2,1,1,9.7,43,172.0,1,1,0,107,30.9,22.3,2.02,23.458333333333332,42.7,0.0,2,0
1029.9,1,1,25,25,17,0,0,1.0,3.0,1070.3,961.2,89.8,3,1,57.2,16.5,26.3,2.2,8.1,45.9,5.6,1,3,3,0,589,572,100.9,0.0,4,0,17.2,5.5,12.9,1,0,49.1,16.0,4.9,17.5,11,2,1,0,10.31,0.36,36.0,6.9,57,3,1,3,71.1,42.7,35.5,53.3,71.1,106.6,2,1,1,9.7,43,172.0,1,1,0,107,30.9,22.3,2.02,23.458333333333332,42.7,0.0,2,0
1856.5,1,1,35,61,40,0,1,3.0,4.0,1657.2,1442.2,87.0,4,3,57.2,16.5,26.3,2.2,8.1,45.9,5.6,1,3,3,0,589,572,100.9,0.0,4,0,17.2,5.5,12.9,1,0,49.1,16.0,4.9,17.5,11,2,1,0,10.31,0.36,36.0,6.9,57,3,1,3,71.1,42.7,35.5,53.3,71.1,106.6,2,1,1,9.7,43,172.0,1,1,0,107,30.9,22.3,2.02,23.458333333333332,42.7,0.0,2,0
768.1,0,0,0,0,0,0,0,2.0,3.0,681.7,575.1,84.4,2,0,57.2,16.5,26.3,2.2,8.1,45.9,5.6,1,3,3,0,589,572,100.9,0.0,4,0,17.2,5.5,12.9,1,0,49.1,16.0,4.9,17.5,11,2,1,0,10.31,0.36,36.0,6.9,57,3,1,3,71.1,42.7,35.5,53.3,71.1,106.6,2,1,1,9.7,43,172.0,1,1,0,107,30.9,22.3,2.02,23.458333333333332,42.7,0.0,2,0
295.9,0,0,0,0,0,0,0,2.0,3.0,217.0,210.4,97.0,0,0,57.2,16.5,26.3,2.2,8.1,45.9,5.6,1,3,3,0,589,572,100.9,0.0,4,0,17.2,5.5,12.9,1,0,49.1,16.0,4.9,17.5,11,2,1,0,10.31,0.36,36.0,6.9,57,3,1,3,71.1,42.7,35.5,53.3,71.1,106.6,2,1,1,9.7,43,172.0,1,1,0,107,30.9,22.3,2.02,23.458333333333332,42.7,0.0,2,0
1065.6,1,1,8,7,66,1,0,1.0,2.0,1117.6,974.0,87.2,3,2,57.2,16.5,26.3,2.2,8.1,45.9,5.6,1,3,3,0,589,572,100.9,0.0,4,0,17.2,5.5,12.9,1,0,49.1,16.0,4.9,17.5,11,2,1,0,10.31,0.36,36.0,6.9,57,3,1,3,71.1,42.7,35.5,53.3,71.1,106.6,2,1,1,9.7,43,172.0,1,1,0,107,30.9,22.3,2.02,23.458333333333332,42.7,0.0,2,0
1343.1,1,1,12,59,21,1,0,1.0,2.0,1273.6,1129.5,88.7,3,1,29.4,37.2,36.8,1.4,7.5,43.7,5.1,0,0,2,1,8,1,80.1,3.07,0,3,14.3,16.9,10.7,0,0,36.8,43.3,14.7,35.6,18,2,1,0,1.47,0.62,62.0,2.7,64,1,3,1,70.0,42.0,35.0,52.5,70.0,105.0,2,1,1,12.9,52,126.0,1,3,1,308,68.9,32.7,4.32,32.25833333333333,52.4,0.0,2,1
1023.7,0,0,0,0,0,0,0,2.0,3.0,944.7,797.9,84.5,2,0,29.4,37.2,36.8,1.4,7.5,43.7,5.1,0,0,2,1,8,1,80.1,3.07,0,3,14.3,16.9,10.7,0,0,36.8,43.3,14.7,35.6,18,2,1,0,1.47,0.62,62.0,2.7,64,1,3,1,70.0,42.0,35.0,52.5,70.0,105.0,2,1,1,12.9,52,126.0,1,3,1,308,68.9,32.7,4.32,32.25833333333333,52.4,0.0,2,1
1466.6,1,1,8,27,26,1,0,2.0,2.0,1299.0,1100.9,84.7,3,2,29.4,37.2,36.8,1.4,7.5,43.7,5.1,0,0,2,1,8,1,80.1,3.07,0,3,14.3,16.9,10.7,0,0,36.8,43.3,14.7,35.6,18,2,1,0,1.47,0.62,62.0,2.7,64,1,3,1,70.0,42.0,35.0,52.5,70.0,105.0,2,1,1,12.9,52,126.0,1,3,1,308,68.9,32.7,4.32,32.25833333333333,52.4,0.0,2,1
613.1,0,0,0,0,0,0,0,2.0,3.0,617.6,546.3,88.5,1,0,29.4,37.2,36.8,1.4,7.5,43.7,5.1,0,0,2,1,8,1,80.1,3.07,0,3,14.3,16.9,10.7,0,0,36.8,43.3,14.7,35.6,18,2,1,0,1.47,0.62,62.0,2.7,64,1,3,1,70.0,42.0,35.0,52.5,70.0,105.0,2,1,1,12.9,52,126.0,1,3,1,308,68.9,32.7,4.32,32.25833333333333,52.4,0.0,2,1
1247.6,1,1,33,69,60,1,0,1.0,3.0,1397.9,1221.0,87.3,3,2,29.4,37.2,36.8,1.4,7.5,43.7,5.1,0,0,2,1,8,1,80.1,3.07,0,3,14.3,16.9,10.7,0,0,36.8,43.3,14.7,35.6,18,2,1,0,1.47,0.62,62.0,2.7,64,1,3,1,70.0,42.0,35.0,52.5,70.0,105.0,2,1,1,12.9,52,126.0,1,3,1,308,68.9,32.7,4.32,32.25833333333333,52.4,0.0,2,1
2156.4,1,1,17,44,29,1,1,3.0,2.0,2301.4,1976.7,85.9,4,3,29.4,37.2,36.8,1.4,7.5,43.7,5.1,0,0,2,1,8,1,80.1,3.07,0,3,14.3,16.9,10.7,0,0,36.8,43.3,14.7,35.6,18,2,1,0,1.47,0.62,62.0,2.7,64,1,3,1,70.0,42.0,35.0,52.5,70.0,105.0,2,1,1,12.9,52,126.0,1,3,1,308,68.9,32.7,4.32,32.25833333333333,52.4,0.0,2,1
1061.3,0,0,0,0,0,0,0,2.0,3.0,961.6,862.0,89.6,2,0,29.4,37.2,36.8,1.4,7.5,43.7,5.1,0,0,2,1,8,1,80.1,3.07,0,3,14.3,16.9,10.7,0,0,36.8,43.3,14.7,35.6,18,2,1,0,1.47,0.62,62.0,2.7,64,1,3,1,70.0,42.0,35.0,52.5,70.0,105.0,2,1,1,12.9,52,126.0,1,3,1,308,68.9,32.7,4.32,32.25833333333333,52.4,0.0,2,1
304.8,0,0,0,0,0,0,0,2.0,3.0,293.7,251.0,85.5,0,0,29.4,37.2,36.8,1.4,7.5,43.7,5.1,0,0,2,1,8,1,80.1,3.07,0,3,14.3,16.9,10.7,0,0,36.8,43.3,14.7,35.6,18,2,1,0,1.47,0.62,62.0,2.7,64,1,3,1,70.0,42.0,35.0,52.5,70.0,105.0,2,1,1,12.9,52,126.0,1,3,1,308,68.9,32.7,4.32,32.25833333333333,52.4,0.0,2,1
1180.5,1,1,24,46,52,1,0,1.0,3.0,1260.1,1080.1,85.7,3,1,29.4,37.2,36.8,1.4,7.5,43.7,5.1,0,0,2,1,8,1,80.1,3.07,0,3,14.3,16.9,10.7,0,0,36.8,43.3,14.7,35.6,18,2,1,0,1.47,0.62,62.0,2.7,64,1,3,1,70.0,42.0,35.0,52.5,70.0,105.0,2,1,1,12.9,52,126.0,1,3,1,308,68.9,32.7,4.32,32.25833333333333,52.4,0.0,2,1
1025.1,0,0,0,0,0,0,0,2.0,3.0,1084.6,929.7,85.7,2,1,29.4,37.2,36.8,1.4,7.5,43.7,5.1,0,0,2,1,8,1,80.1,3.07,0,3,14.3,16.9,10.7,0,0,36.8,43.3,14.7,35.6,18,2,1,0,1.47,0.62,62.0,2.7,64,1,3,1,70.0,42.0,35.0,52.5,70.0,105.0,2,1,1,12.9,52,126.0,1,3,1,308,68.9,32.7,4.32,32.25833333333333,52.4,0.0,2,1
519.0,0,0,0,0,0,0,0,2.0,3.0,584.9,507.4,86.7,2,0,32.4,33.7,33.4,1.2,7.1,45.4,8.0,5,2,1,3,280,169,73.5,0.0,3,0,16.3,5.7,12.2,1,0,33.5,7.2,12.4,13.3,14,1,2,2,3.62,0.43,43.0,5.1,58,2,2,2,120.0,72.0,60.0,90.0,120.0,180.0,0,2,2,11.9,57,281.8,1,1,0,667,49.2,31.6,4.37,55.574999999999996,81.4,7.966666666666666,3,2
871.7,1,1,32,33,66,0,0,2.0,3.0,906.9,811.2,89.4,3,2,32.4,33.7,33.4,1.2,7.1,45.4,8.0,5,2,1,3,280,169,73.5,0.0,3,0,16.3,5.7,12.2,1,0,33.5,7.2,12.4,13.3,14,1,2,2,3.62,0.43,43.0,5.1,58,2,2,2,120.0,72.0,60.0,90.0,120.0,180.0,0,2,2,11.9,57,281.8,1,1,0,667,49.2,31.6,4.37,55.574999999999996,81.4,7.966666666666666,3,2
383.5,0,0,0,0,0,0,0,2.0,3.0,400.2,372.1,93.0,1,0,32.4,33.7,33.4,1.2,7.1,45.4,8.0,5,2,1,3,280,169,73.5,0.0,3,0,16.3,5.7,12.2,1,0,33.5,7.2,12.4,13.3,14,1,2,2,3.62,0.43,43.0,5.1,58,2,2,2,120.0,72.0,60.0,90.0,120.0,180.0,0,2,2,11.9,57,281.8,1,1,0,667,49.2,31.6,4.37,55.574999999999996,81.4,7.966666666666666,3,2
828.5,1,1,3,46,23,1,0,1.0,1.0,864.2,741.7,85.8,3,2,32.4,33.7,33.4,1.2,7.1,45.4,8.0,5,2,1,3,280,169,73.5,0.0,3,0,16.3,5.7,12.2,1,0,33.5,7.2,12.4,13.3,14,1,2,2,3.62,0.43,43.0,5.1,58,2,2,2,120.0,72.0,60.0,90.0,120.0,180.0,0,2,2,11.9,57,281.8,1,1,0,667,49.2,31.6,4.37,55.574999999999996,81.4,7.966666666666666,3,2
1361.9,1,1,23,66,26,1,1,3.0,3.0,1496.9,1262.6,84.3,4,3,32.4,33.7,33.4,1.2,7.1,45.4,8.0,5,2,1,3,280,169,73.5,0.0,3,0,16.3,5.7,12.2,1,0,33.5,7.2,12.4,13.3,14,1,2,2,3.62,0.43,43.0,5.1,58,2,2,2,120.0,72.0,60.0,90.0,120.0,180.0,0,2,2,11.9,57,281.8,1,1,0,667,49.2,31.6,4.37,55.574999999999996,81.4,7.966666666666666,3,2
578.7,0,0,0,0,0,0,0,2.0,3.0,531.0,467.3,88.0,2,0,32.4,33.7,33.4,1.2,7.1,45.4,8.0,5,2,1,3,280,169,73.5,0.0,3,0,16.3,5.7,12.2,1,0,33.5,7.2,12.4,13.3,14,1,2,2,3.62,0.43,43.0,5.1,58,2,2,2,120.0,72.0,60.0,90.0,120.0,180.0,0,2,2,11.9,57,281.8,1,1,0,667,49.2,31.6,4.37,55.574999999999996,81.4,7.966666666666666,3,2
272.8,0,0,0,0,0,0,0,2.0,3.0,295.8,260.6,88.1,0,0,32.4,33.7,33.4,1.2,7.1,45.4,8.0,5,2,1,3,280,169,73.5,0.0,3,0,16.3,5.7,12.2,1,0,33.5,7.2,12.4,13.3,14,1,2,2,3.62,0.43,43.0,5.1,58,2,2,2,120.0,72.0,60.0,90.0,120.0,180.0,0,2,2,11.9,57,281.8,1,1,0,667,49.2,31.6,4.37,55.574999999999996,81.4,7.966666666666666,3,2
744.6,1,1,39,42,25,1,0,1.0,4.0,909.2,786.6,86.5,3,2,32.4,33.7,33.4,1.2,7.1,45.4,8.0,5,2,1,3,280,169,73.5,0.0,3,0,16.3,5.7,12.2,1,0,33.5,7.2,12.4,13.3,14,1,2,2,3.62,0.43,43.0,5.1,58,2,2,2,120.0,72.0,60.0,90.0,120.0,180.0,0,2,2,11.9,57,281.8,1,1,0,667,49.2,31.6,4.37,55.574999999999996,81.4,7.966666666666666,3,2
614.0,0,0,0,0,0,0,0,2.0,3.0,657.9,544.4,82.7,2,0,32.4,33.7,33.4,1.2,7.1,45.4,8.0,5,2,1,3,280,169,73.5,0.0,3,0,16.3,5.7,12.2,1,0,33.5,7.2,12.4,13.3,14,1,2,2,3.62,0.43,43.0,5.1,58,2,2,2,120.0,72.0,60.0,90.0,120.0,180.0,0,2,2,11.9,57,281.8,1,1,0,667,49.2,31.6,4.37,55.574999999999996,81.4,7.966666666666666,3,2
1054.0,1,1,7,57,35,1,0,2.0,2.0,879.2,751.5,85.5,3,2,32.4,33.7,33.4,1.2,7.1,45.4,8.0,5,2,1,3,280,169,73.5,0.0,3,0,16.3,5.7,12.2,1,0,33.5,7.2,12.4,13.3,14,1,2,2,3.62,0.43,43.0,5.1,58,2,2,2,120.0,72.0,60.0,90.0,120.0,180.0,0,2,2,11.9,57,281.8,1,1,0,667,49.2,31.6,4.37,55.574999999999996,81.4,7.966666666666666,3,2
1137.5,1,1,16,14,75,1,0,2.0,2.0,1213.5,1073.3,88.4,4,2,70.9,8.6,16.7,2.2,6.3,24.4,3.0,3,3,3,0,316,245,7.8,0.0,3,0,16.4,3.4,12.3,1,0,28.0,62.9,13.0,10.7,21,1,2,2,6.54,0.59,59.0,1.8,82,2,2,2,115.0,69.0,57.5,86.2,115.0,172.5,1,1,1,23.5,16,259.1,0,0,0,391,19.5,29.1,2.64,16.35833333333333,30.0,0.0,1,0
354.8,0,0,0,0,0,0,0,2.0,3.0,379.3,315.1,83.1,1,0,70.9,8.6,16.7,2.2,6.3,24.4,3.0,3,3,3,0,316,245,7.8,0.0,3,0,16.4,3.4,12.3,1,0,28.0,62.9,13.0,10.7,21,1,2,2,6.54,0.59,59.0,1.8,82,2,2,2,115.0,69.0,57.5,86.2,115.0,172.5,1,1,1,23.5,16,259.1,0,0,0,391,19.5,29.1,2.64,16.35833333333333,30.0,0.0,1,0
891.6,1,1,32,63,50,1,0,1.0,3.0,1041.8,927.9,89.1,3,2,70.9,8.6,16.7,2.2,6.3,24.4,3.0,3,3,3,0,316,245,7.8,0.0,3,0,16.4,3.4,12.3,1,0,28.0,62.9,13.0,10.7,21,1,2,2,6.54,0.59,59.0,1.8,82,2,2,2,115.0,69.0,57.5,86.2,115.0,172.5,1,1,1,23.5,16,259.1,0,0,0,391,19.5,29.1,2.64,16.35833333333333,30.0,0.0,1,0
