District,State,Year,Month,Month_Number,Scenario,Data_Type,Rainfall_mm,Normal_Rainfall_mm,Departure_mm,Departure_Percent,Rainfall_Category,Flood_Probability_Percent
Parvathipuram Manyam,Andhra Pradesh,2025,Feb,2,Normal Year,Actual,15.2,13.0,2.2,16.9,Normal,13.5
Parvathipuram Manyam,Andhra Pradesh,2025,Mar,3,Normal Year,Forecast,12.5,13.0,-0.5,-3.8,Normal,0.0
Parvathipuram Manyam,Andhra Pradesh,2025,Apr,4,Normal Year,Forecast,22.9,26.0,-3.1,-11.9,Normal,0.0
Parvathipuram Manyam,Andhra Pradesh,2025,May,5,Normal Year,Forecast,60.9,52.0,8.9,17.1,Normal,13.7
Parvathipuram Manyam,Andhra Pradesh,2025,Jun,6,Normal Year,Forecast,185.2,195.0,-9.8,-5.0,Normal,0.0
Parvathipuram Manyam,Andhra Pradesh,2025,Jul,7,Normal Year,Forecast,388.0,325.0,63.0,19.4,Normal,15.5
Parvathipuram Manyam,Andhra Pradesh,2025,Aug,8,Normal Year,Forecast,319.5,286.0,33.5,11.7,Normal,9.4
Parvathipuram Manyam,Andhra Pradesh,2025,Sep,9,Normal Year,Forecast,220.4,195.0,25.4,13.0,Normal,10.4
Parvathipuram Manyam,Andhra Pradesh,2025,Oct,10,Normal Year,Forecast,129.1,130.0,-0.9,-0.7,Normal,0.0
Parvathipuram Manyam,Andhra Pradesh,2025,Nov,11,Normal Year,Forecast,44.4,39.0,5.4,13.8,Normal,11.1
Parvathipuram Manyam,Andhra Pradesh,2025,Dec,12,Normal Year,Forecast,12.0,13.0,-1.0,-7.7,Normal,0.0
Sri Sathya Sai,Andhra Pradesh,2025,Jan,1,Early Monsoon,Actual,5.5,6.5,-1.0,-15.4,Normal,0.0
Sri Sathya Sai,Andhra Pradesh,2025,Feb,2,Early Monsoon,Actual,5.5,6.5,-1.0,-15.4,Normal,0.0
Sri Sathya Sai,Andhra Pradesh,2025,Mar,3,Early Monsoon,Forecast,5.5,6.5,-1.0,-15.4,Normal,0.0
Sri Sathya Sai,Andhra Pradesh,2025,Apr,4,Early Monsoon,Forecast,11.0,13.0,-2.0,-15.4,Normal,0.0
Sri Sathya Sai,Andhra Pradesh,2025,May,5,Early Monsoon,Forecast,36.4,26.0,10.4,40.0,Excess,32.0
Sri Sathya Sai,Andhra Pradesh,2025,Jun,6,Early Monsoon,Forecast,136.5,97.5,39.0,40.0,Excess,32.0
Sri Sathya Sai,Andhra Pradesh,2025,Jul,7,Early Monsoon,Forecast,138.1,162.5,-24.4,-15.0,Normal,0.0
Sri Sathya Sai,Andhra Pradesh,2025,Aug,8,Early Monsoon,Forecast,121.5,143.0,-21.5,-15.0,Normal,0.0
Sri Sathya Sai,Andhra Pradesh,2025,Sep,9,Early Monsoon,Forecast,82.9,97.5,-14.6,-15.0,Normal,0.0
Sri Sathya Sai,Andhra Pradesh,2025,Oct,10,Early Monsoon,Forecast,55.2,65.0,-9.8,-15.1,Normal,0.0
Sri Sathya Sai,Andhra Pradesh,2025,Nov,11,Early Monsoon,Forecast,16.6,19.5,-2.9,-14.9,Normal,0.0
Sri Sathya Sai,Andhra Pradesh,2025,Dec,12,Early Monsoon,Forecast,5.5,6.5,-1.0,-15.4,Normal,0.0
Tirupati,Andhra Pradesh,2025,Jan,1,Delayed Monsoon,Actual,9.0,8.2,0.8,9.8,Normal,7.8
Tirupati,Andhra Pradesh,2025,Feb,2,Delayed Monsoon,Actual,9.0,8.2,0.8,9.8,Normal,7.8
Tirupati,Andhra Pradesh,2025,Mar,3,Delayed Monsoon,Forecast,9.0,8.2,0.8,9.8,Normal,7.8
Tirupati,Andhra Pradesh,2025,Apr,4,Delayed Monsoon,Forecast,18.0,16.4,1.6,9.8,Normal,7.8
Tirupati,Andhra Pradesh,2025,May,5,Delayed Monsoon,Forecast,36.1,32.8,3.3,10.1,Normal,8.0
Tirupati,Andhra Pradesh,2025,Jun,6,Delayed Monsoon,Forecast,36.9,123.0,-86.1,-70.0,Deficient,0.0
Tirupati,Andhra Pradesh,2025,Jul,7,Delayed Monsoon,Forecast,61.5,205.0,-143.5,-70.0,Deficient,0.0
Tirupati,Andhra Pradesh,2025,Aug,8,Delayed Monsoon,Forecast,198.4,180.4,18.0,10.0,Normal,8.0
Tirupati,Andhra Pradesh,2025,Sep,9,Delayed Monsoon,Forecast,135.3,123.0,12.3,10.0,Normal,8.0
Tirupati,Andhra Pradesh,2025,Oct,10,Delayed Monsoon,Forecast,90.2,82.0,8.2,10.0,Normal,8.0
Tirupati,Andhra Pradesh,2025,Nov,11,Delayed Monsoon,Forecast,27.1,24.6,2.5,10.2,Normal,8.1
Tirupati,Andhra Pradesh,2025,Dec,12,Delayed Monsoon,Forecast,9.0,8.2,0.8,9.8,Normal,7.8
Hyderabad,Telangana,2025,Jan,1,Flood Year,Actual,13.3,8.0,5.3,66.3,Excess,53.0
Hyderabad,Telangana,2025,Feb,2,Flood Year,Actual,16.8,8.0,8.8,110.0,Extremely Excess,88.0
Hyderabad,Telangana,2025,Mar,3,Flood Year,Forecast,11.7,8.0,3.7,46.2,Excess,37.0
Hyderabad,Telangana,2025,Apr,4,Flood Year,Forecast,22.9,16.0,6.9,43.1,Excess,34.5
Hyderabad,Telangana,2025,May,5,Flood Year,Forecast,50.0,32.0,18.0,56.2,Excess,45.0
Hyderabad,Telangana,2025,Jun,6,Flood Year,Forecast,204.3,120.0,84.3,70.3,Excess,56.2
Hyderabad,Telangana,2025,Jul,7,Flood Year,Forecast,376.5,200.0,176.5,88.2,Extremely Excess,70.6
Hyderabad,Telangana,2025,Aug,8,Flood Year,Forecast,300.7,176.0,124.7,70.9,Excess,56.7
Hyderabad,Telangana,2025,Sep,9,Flood Year,Forecast,252.2,120.0,132.2,110.2,Extremely Excess,88.1
Hyderabad,Telangana,2025,Oct,10,Flood Year,Forecast,131.7,80.0,51.7,64.6,Excess,51.7
Hyderabad,Telangana,2025,Nov,11,Flood Year,Forecast,52.8,24.0,28.8,120.0,Extremely Excess,96.0
Hyderabad,Telangana,2025,Dec,12,Flood Year,Forecast,12.2,8.0,4.2,52.5,Excess,42.0
Rangareddy,Telangana,2025,Jan,1,Drought Year,Actual,4.5,7.8,-3.3,-42.3,Deficient,0.0
Rangareddy,Telangana,2025,Feb,2,Drought Year,Actual,4.1,7.8,-3.7,-47.4,Deficient,0.0
Rangareddy,Telangana,2025,Mar,3,Drought Year,Forecast,4.5,7.8,-3.3,-42.3,Deficient,0.0
Rangareddy,Telangana,2025,Apr,4,Drought Year,Forecast,6.8,15.6,-8.8,-56.4,Deficient,0.0
Rangareddy,Telangana,2025,May,5,Drought Year,Forecast,8.2,31.2,-23.0,-73.7,Deficient,0.0
Rangareddy,Telangana,2025,Jun,6,Drought Year,Forecast,24.0,117.0,-93.0,-79.5,Deficient,0.0
Rangareddy,Telangana,2025,Jul,7,Drought Year,Forecast,106.1,195.0,-88.9,-45.6,Deficient,0.0
Rangareddy,Telangana,2025,Aug,8,Drought Year,Forecast,42.9,171.6,-128.7,-75.0,Deficient,0.0
Rangareddy,Telangana,2025,Sep,9,Drought Year,Forecast,67.3,117.0,-49.7,-42.5,Deficient,0.0
Rangareddy,Telangana,2025,Oct,10,Drought Year,Forecast,17.3,78.0,-60.7,-77.8,Deficient,0.0
Rangareddy,Telangana,2025,Nov,11,Drought Year,Forecast,8.3,23.4,-15.1,-64.5,Deficient,0.0
Rangareddy,Telangana,2025,Dec,12,Drought Year,Forecast,3.2,7.8,-4.6,-59.0,Deficient,0.0
Medchal Malkajgiri,Telangana,2025,Jan,1,Cyclone Risk,Actual,7.7,8.1,-0.4,-4.9,Normal,0.0
Medchal Malkajgiri,Telangana,2025,Feb,2,Cyclone Risk,Actual,7.7,8.1,-0.4,-4.9,Normal,0.0
Medchal Malkajgiri,Telangana,2025,Mar,3,Cyclone Risk,Forecast,7.7,8.1,-0.4,-4.9,Normal,0.0
Medchal Malkajgiri,Telangana,2025,Apr,4,Cyclone Risk,Forecast,15.4,16.2,-0.8,-4.9,Normal,0.0
Medchal Malkajgiri,Telangana,2025,May,5,Cyclone Risk,Forecast,30.8,32.4,-1.6,-4.9,Normal,0.0
Medchal Malkajgiri,Telangana,2025,Jun,6,Cyclone Risk,Forecast,115.4,121.5,-6.1,-5.0,Normal,0.0
Medchal Malkajgiri,Telangana,2025,Jul,7,Cyclone Risk,Forecast,192.4,202.5,-10.1,-5.0,Normal,0.0
Medchal Malkajgiri,Telangana,2025,Aug,8,Cyclone Risk,Forecast,169.3,178.2,-8.9,-5.0,Normal,0.0
Medchal Malkajgiri,Telangana,2025,Sep,9,Cyclone Risk,Forecast,115.4,121.5,-6.1,-5.0,Normal,0.0
Medchal Malkajgiri,Telangana,2025,Oct,10,Cyclone Risk,Forecast,202.5,81.0,121.5,150.0,Extremely Excess,100.0
Medchal Malkajgiri,Telangana,2025,Nov,11,Cyclone Risk,Forecast,60.8,24.3,36.5,150.2,Extremely Excess,100.0
Medchal Malkajgiri,Telangana,2025,Dec,12,Cyclone Risk,Forecast,7.7,8.1,-0.4,-4.9,Normal,0.0
Sangareddy,Telangana,2025,Jan,1,Normal Year,Actual,8.1,8.5,-0.4,-4.7,Normal,0.0
Sangareddy,Telangana,2025,Feb,2,Normal Year,Actual,9.4,8.5,0.9,10.6,Normal,8.5
Sangareddy,Telangana,2025,Mar,3,Normal Year,Forecast,9.4,8.5,0.9,10.6,Normal,8.5
Sangareddy,Telangana,2025,Apr,4,Normal Year,Forecast,16.7,17.0,-0.3,-1.8,Normal,0.0
Sangareddy,Telangana,2025,May,5,Normal Year,Forecast,29.4,34.0,-4.6,-13.5,Normal,0.0
Sangareddy,Telangana,2025,Jun,6,Normal Year,Forecast,138.6,127.5,11.1,8.7,Normal,7.0
Sangareddy,Telangana,2025,Jul,7,Normal Year,Forecast,211.8,212.5,-0.7,-0.3,Normal,0.0
Sangareddy,Telangana,2025,Aug,8,Normal Year,Forecast,189.1,187.0,2.1,1.1,Normal,0.9
Sangareddy,Telangana,2025,Sep,9,Normal Year,Forecast,128.7,127.5,1.2,0.9,Normal,0.8
Sangareddy,Telangana,2025,Oct,10,Normal Year,Forecast,95.4,85.0,10.4,12.2,Normal,9.8
Sangareddy,Telangana,2025,Nov,11,Normal Year,Forecast,26.0,25.5,0.5,2.0,Normal,1.6
Sangareddy,Telangana,2025,Dec,12,Normal Year,Forecast,9.0,8.5,0.5,5.9,Normal,4.7
Medak,Telangana,2025,Jan,1,Early Monsoon,Actual,7.6,9.0,-1.4,-15.6,Normal,0.0
Medak,Telangana,2025,Feb,2,Early Monsoon,Actual,7.6,9.0,-1.4,-15.6,Normal,0.0
Medak,Telangana,2025,Mar,3,Early Monsoon,Forecast,7.6,9.0,-1.4,-15.6,Normal,0.0
Medak,Telangana,2025,Apr,4,Early Monsoon,Forecast,15.3,18.0,-2.7,-15.0,Normal,0.0
Medak,Telangana,2025,May,5,Early Monsoon,Forecast,50.4,36.0,14.4,40.0,Excess,32.0
Medak,Telangana,2025,Jun,6,Early Monsoon,Forecast,189.0,135.0,54.0,40.0,Excess,32.0
Medak,Telangana,2025,Jul,7,Early Monsoon,Forecast,191.2,225.0,-33.8,-15.0,Normal,0.0
Medak,Telangana,2025,Aug,8,Early Monsoon,Forecast,168.3,198.0,-29.7,-15.0,Normal,0.0
Medak,Telangana,2025,Sep,9,Early Monsoon,Forecast,114.8,135.0,-20.2,-15.0,Normal,0.0
Medak,Telangana,2025,Oct,10,Early Monsoon,Forecast,76.5,90.0,-13.5,-15.0,Normal,0.0
Medak,Telangana,2025,Nov,11,Early Monsoon,Forecast,22.9,27.0,-4.1,-15.2,Normal,0.0
Medak,Telangana,2025,Dec,12,Early Monsoon,Forecast,7.6,9.0,-1.4,-15.6,Normal,0.0
Nizamabad,Telangana,2025,Jan,1,Delayed Monsoon,Actual,10.5,9.5,1.0,10.5,Normal,8.4
Nizamabad,Telangana,2025,Feb,2,Delayed Monsoon,Actual,10.5,9.5,1.0,10.5,Normal,8.4
Nizamabad,Telangana,2025,Mar,3,Delayed Monsoon,Forecast,10.5,9.5,1.0,10.5,Normal,8.4
Nizamabad,Telangana,2025,Apr,4,Delayed Monsoon,Forecast,20.9,19.0,1.9,10.0,Normal,8.0
Nizamabad,Telangana,2025,May,5,Delayed Monsoon,Forecast,41.8,38.0,3.8,10.0,Normal,8.0
Nizamabad,Telangana,2025,Jun,6,Delayed Monsoon,Forecast,42.8,142.5,-99.7,-70.0,Deficient,0.0
Nizamabad,Telangana,2025,Jul,7,Delayed Monsoon,Forecast,71.2,237.5,-166.3,-70.0,Deficient,0.0
Nizamabad,Telangana,2025,Aug,8,Delayed Monsoon,Forecast,229.9,209.0,20.9,10.0,Normal,8.0
Nizamabad,Telangana,2025,Sep,9,Delayed Monsoon,Forecast,156.8,142.5,14.3,10.0,Normal,8.0
Nizamabad,Telangana,2025,Oct,10,Delayed Monsoon,Forecast,104.5,95.0,9.5,10.0,Normal,8.0
Nizamabad,Telangana,2025,Nov,11,Delayed Monsoon,Forecast,31.4,28.5,2.9,10.2,Normal,8.1
Nizamabad,Telangana,2025,Dec,12,Delayed Monsoon,Forecast,10.5,9.5,1.0,10.5,Normal,8.4
Kamareddy,Telangana,2025,Jan,1,Flood Year,Actual,13.1,8.8,4.3,48.9,Excess,39.1
Kamareddy,Telangana,2025,Feb,2,Flood Year,Actual,16.2,8.8,7.4,84.1,Extremely Excess,67.3
Kamareddy,Telangana,2025,Mar,3,Flood Year,Forecast,12.9,8.8,4.1,46.6,Excess,37.3
Kamareddy,Telangana,2025,Apr,4,Flood Year,Forecast,25.0,17.6,7.4,42.0,Excess,33.6
Kamareddy,Telangana,2025,May,5,Flood Year,Forecast,66.7,35.2,31.5,89.5,Extremely Excess,71.6
Kamareddy,Telangana,2025,Jun,6,Flood Year,Forecast,222.9,132.0,90.9,68.9,Excess,55.1
Kamareddy,Telangana,2025,Jul,7,Flood Year,Forecast,312.4,220.0,92.4,42.0,Excess,33.6
Kamareddy,Telangana,2025,Aug,8,Flood Year,Forecast,385.2,193.6,191.6,99.0,Extremely Excess,79.2
Kamareddy,Telangana,2025,Sep,9,Flood Year,Forecast,208.7,132.0,76.7,58.1,Excess,46.5
Kamareddy,Telangana,2025,Oct,10,Flood Year,Forecast,132.6,88.0,44.6,50.7,Excess,40.5
Kamareddy,Telangana,2025,Nov,11,Flood Year,Forecast,41.5,26.4,15.1,57.2,Excess,45.8
Kamareddy,Telangana,2025,Dec,12,Flood Year,Forecast,19.3,8.8,10.5,119.3,Extremely Excess,95.5
Jagtial,Telangana,2025,Jan,1,Drought Year,Actual,5.8,10.0,-4.2,-42.0,Deficient,0.0
Jagtial,Telangana,2025,Feb,2,Drought Year,Actual,3.2,10.0,-6.8,-68.0,Deficient,0.0
Jagtial,Telangana,2025,Mar,3,Drought Year,Forecast,4.3,10.0,-5.7,-57.0,Deficient,0.0
Jagtial,Telangana,2025,Apr,4,Drought Year,Forecast,9.5,20.0,-10.5,-52.5,Deficient,0.0
Jagtial,Telangana,2025,May,5,Drought Year,Forecast,9.6,40.0,-30.4,-76.0,Deficient,0.0
Jagtial,Telangana,2025,Jun,6,Drought Year,Forecast,69.1,150.0,-80.9,-53.9,Deficient,0.0
Jagtial,Telangana,2025,Jul,7,Drought Year,Forecast,57.2,250.0,-192.8,-77.1,Deficient,0.0
Jagtial,Telangana,2025,Aug,8,Drought Year,Forecast,86.2,220.0,-133.8,-60.8,Deficient,0.0
Jagtial,Telangana,2025,Sep,9,Drought Year,Forecast,88.9,150.0,-61.1,-40.7,Deficient,0.0
Jagtial,Telangana,2025,Oct,10,Drought Year,Forecast,59.2,100.0,-40.8,-40.8,Deficient,0.0
Jagtial,Telangana,2025,Nov,11,Drought Year,Forecast,17.5,30.0,-12.5,-41.7,Deficient,0.0
Jagtial,Telangana,2025,Dec,12,Drought Year,Forecast,2.9,10.0,-7.1,-71.0,Deficient,0.0
Rajanna Sircilla,Telangana,2025,Jan,1,Cyclone Risk,Actual,9.2,9.7,-0.5,-5.2,Normal,0.0
Rajanna Sircilla,Telangana,2025,Feb,2,Cyclone Risk,Actual,9.2,9.7,-0.5,-5.2,Normal,0.0
Rajanna Sircilla,Telangana,2025,Mar,3,Cyclone Risk,Forecast,9.2,9.7,-0.5,-5.2,Normal,0.0
Rajanna Sircilla,Telangana,2025,Apr,4,Cyclone Risk,Forecast,18.4,19.4,-1.0,-5.2,Normal,0.0
Rajanna Sircilla,Telangana,2025,May,5,Cyclone Risk,Forecast,36.9,38.8,-1.9,-4.9,Normal,0.0
Rajanna Sircilla,Telangana,2025,Jun,6,Cyclone Risk,Forecast,138.2,145.5,-7.3,-5.0,Normal,0.0
Rajanna Sircilla,Telangana,2025,Jul,7,Cyclone Risk,Forecast,230.4,242.5,-12.1,-5.0,Normal,0.0
Rajanna Sircilla,Telangana,2025,Aug,8,Cyclone Risk,Forecast,202.7,213.4,-10.7,-5.0,Normal,0.0
Rajanna Sircilla,Telangana,2025,Sep,9,Cyclone Risk,Forecast,138.2,145.5,-7.3,-5.0,Normal,0.0
Rajanna Sircilla,Telangana,2025,Oct,10,Cyclone Risk,Forecast,242.5,97.0,145.5,150.0,Extremely Excess,100.0
Rajanna Sircilla,Telangana,2025,Nov,11,Cyclone Risk,Forecast,72.8,29.1,43.7,150.2,Extremely Excess,100.0
Rajanna Sircilla,Telangana,2025,Dec,12,Cyclone Risk,Forecast,9.2,9.7,-0.5,-5.2,Normal,0.0
Karimnagar,Telangana,2025,Jan,1,Normal Year,Actual,11.4,10.2,1.2,11.8,Normal,9.4
Karimnagar,Telangana,2025,Feb,2,Normal Year,Actual,9.2,10.2,-1.0,-9.8,Normal,0.0
Karimnagar,Telangana,2025,Mar,3,Normal Year,Forecast,10.9,10.2,0.7,6.9,Normal,5.5
Karimnagar,Telangana,2025,Apr,4,Normal Year,Forecast,18.5,20.4,-1.9,-9.3,Normal,0.0
Karimnagar,Telangana,2025,May,5,Normal Year,Forecast,46.9,40.8,6.1,15.0,Normal,12.0
Karimnagar,Telangana,2025,Jun,6,Normal Year,Forecast,181.1,153.0,28.1,18.4,Normal,14.7
Karimnagar,Telangana,2025,Jul,7,Normal Year,Forecast,255.3,255.0,0.3,0.1,Normal,0.1
Karimnagar,Telangana,2025,Aug,8,Normal Year,Forecast,258.0,224.4,33.6,15.0,Normal,12.0
Karimnagar,Telangana,2025,Sep,9,Normal Year,Forecast,170.3,153.0,17.3,11.3,Normal,9.0
Karimnagar,Telangana,2025,Oct,10,Normal Year,Forecast,116.1,102.0,14.1,13.8,Normal,11.1
Karimnagar,Telangana,2025,Nov,11,Normal Year,Forecast,27.2,30.6,-3.4,-11.1,Normal,0.0
Karimnagar,Telangana,2025,Dec,12,Normal Year,Forecast,10.2,10.2,-0.0,-0.0,Normal,0.0
Peddapalli,Telangana,2025,Jan,1,Early Monsoon,Actual,8.9,10.5,-1.6,-15.2,Normal,0.0
Peddapalli,Telangana,2025,Feb,2,Early Monsoon,Actual,8.9,10.5,-1.6,-15.2,Normal,0.0
Peddapalli,Telangana,2025,Mar,3,Early Monsoon,Forecast,8.9,10.5,-1.6,-15.2,Normal,0.0
Peddapalli,Telangana,2025,Apr,4,Early Monsoon,Forecast,17.8,21.0,-3.2,-15.2,Normal,0.0
Peddapalli,Telangana,2025,May,5,Early Monsoon,Forecast,58.8,42.0,16.8,40.0,Excess,32.0
Peddapalli,Telangana,2025,Jun,6,Early Monsoon,Forecast,220.5,157.5,63.0,40.0,Excess,32.0
Peddapalli,Telangana,2025,Jul,7,Early Monsoon,Forecast,223.1,262.5,-39.4,-15.0,Normal,0.0
Peddapalli,Telangana,2025,Aug,8,Early Monsoon,Forecast,196.3,231.0,-34.7,-15.0,Normal,0.0
Peddapalli,Telangana,2025,Sep,9,Early Monsoon,Forecast,133.9,157.5,-23.6,-15.0,Normal,0.0
Peddapalli,Telangana,2025,Oct,10,Early Monsoon,Forecast,89.2,105.0,-15.8,-15.0,Normal,0.0
Peddapalli,Telangana,2025,Nov,11,Early Monsoon,Forecast,26.8,31.5,-4.7,-14.9,Normal,0.0
Peddapalli,Telangana,2025,Dec,12,Early Monsoon,Forecast,8.9,10.5,-1.6,-15.2,Normal,0.0
Jayashankar Bhupalpally,Telangana,2025,Jan,1,Delayed Monsoon,Actual,13.2,12.0,1.2,10.0,Normal,8.0
Jayashankar Bhupalpally,Telangana,2025,Feb,2,Delayed Monsoon,Actual,13.2,12.0,1.2,10.0,Normal,8.0
Jayashankar Bhupalpally,Telangana,2025,Mar,3,Delayed Monsoon,Forecast,13.2,12.0,1.2,10.0,Normal,8.0
Jayashankar Bhupalpally,Telangana,2025,Apr,4,Delayed Monsoon,Forecast,26.4,24.0,2.4,10.0,Normal,8.0
Jayashankar Bhupalpally,Telangana,2025,May,5,Delayed Monsoon,Forecast,52.8,48.0,4.8,10.0,Normal,8.0
Jayashankar Bhupalpally,Telangana,2025,Jun,6,Delayed Monsoon,Forecast,54.0,180.0,-126.0,-70.0,Deficient,0.0
Jayashankar Bhupalpally,Telangana,2025,Jul,7,Delayed Monsoon,Forecast,90.0,300.0,-210.0,-70.0,Deficient,0.0
Jayashankar Bhupalpally,Telangana,2025,Aug,8,Delayed Monsoon,Forecast,290.4,264.0,26.4,10.0,Normal,8.0
Jayashankar Bhupalpally,Telangana,2025,Sep,9,Delayed Monsoon,Forecast,198.0,180.0,18.0,10.0,Normal,8.0
Jayashankar Bhupalpally,Telangana,2025,Oct,10,Delayed Monsoon,Forecast,132.0,120.0,12.0,10.0,Normal,8.0
Jayashankar Bhupalpally,Telangana,2025,Nov,11,Delayed Monsoon,Forecast,39.6,36.0,3.6,10.0,Normal,8.0
Jayashankar Bhupalpally,Telangana,2025,Dec,12,Delayed Monsoon,Forecast,13.2,12.0,1.2,10.0,Normal,8.0
Mulugu,Telangana,2025,Jan,1,Flood Year,Actual,23.4,13.5,9.9,73.3,Excess,58.7
Mulugu,Telangana,2025,Feb,2,Flood Year,Actual,23.6,13.5,10.1,74.8,Excess,59.9
Mulugu,Telangana,2025,Mar,3,Flood Year,Forecast,19.0,13.5,5.5,40.7,Excess,32.6
Mulugu,Telangana,2025,Apr,4,Flood Year,Forecast,40.6,27.0,13.6,50.4,Excess,40.3
Mulugu,Telangana,2025,May,5,Flood Year,Forecast,108.4,54.0,54.4,100.7,Extremely Excess,80.6
Mulugu,Telangana,2025,Jun,6,Flood Year,Forecast,357.0,202.5,154.5,76.3,Extremely Excess,61.0
Mulugu,Telangana,2025,Jul,7,Flood Year,Forecast,563.6,337.5,226.1,67.0,Excess,53.6
Mulugu,Telangana,2025,Aug,8,Flood Year,Forecast,521.9,297.0,224.9,75.7,Extremely Excess,60.6
Mulugu,Telangana,2025,Sep,9,Flood Year,Forecast,304.9,202.5,102.4,50.6,Excess,40.5
Mulugu,Telangana,2025,Oct,10,Flood Year,Forecast,282.6,135.0,147.6,109.3,Extremely Excess,87.5
Mulugu,Telangana,2025,Nov,11,Flood Year,Forecast,61.8,40.5,21.3,52.6,Excess,42.1
Mulugu,Telangana,2025,Dec,12,Flood Year,Forecast,27.9,13.5,14.4,106.7,Extremely Excess,85.3
Bhadradri Kothagudem,Telangana,2025,Jan,1,Drought Year,Actual,4.6,13.0,-8.4,-64.6,Deficient,0.0
Bhadradri Kothagudem,Telangana,2025,Feb,2,Drought Year,Actual,4.0,13.0,-9.0,-69.2,Deficient,0.0
Bhadradri Kothagudem,Telangana,2025,Mar,3,Drought Year,Forecast,6.7,13.0,-6.3,-48.5,Deficient,0.0
Bhadradri Kothagudem,Telangana,2025,Apr,4,Drought Year,Forecast,13.4,26.0,-12.6,-48.5,Deficient,0.0
Bhadradri Kothagudem,Telangana,2025,May,5,Drought Year,Forecast,21.8,52.0,-30.2,-58.1,Deficient,0.0
Bhadradri Kothagudem,Telangana,2025,Jun,6,Drought Year,Forecast,104.8,195.0,-90.2,-46.3,Deficient,0.0
Bhadradri Kothagudem,Telangana,2025,Jul,7,Drought Year,Forecast,92.7,325.0,-232.3,-71.5,Deficient,0.0
Bhadradri Kothagudem,Telangana,2025,Aug,8,Drought Year,Forecast,95.4,286.0,-190.6,-66.6,Deficient,0.0
Bhadradri Kothagudem,Telangana,2025,Sep,9,Drought Year,Forecast,110.2,195.0,-84.8,-43.5,Deficient,0.0
Bhadradri Kothagudem,Telangana,2025,Oct,10,Drought Year,Forecast,49.9,130.0,-80.1,-61.6,Deficient,0.0
Bhadradri Kothagudem,Telangana,2025,Nov,11,Drought Year,Forecast,15.6,39.0,-23.4,-60.0,Deficient,0.0
Bhadradri Kothagudem,Telangana,2025,Dec,12,Drought Year,Forecast,7.7,13.0,-5.3,-40.8,Deficient,0.0
Khammam,Telangana,2025,Jan,1,Cyclone Risk,Actual,10.4,11.0,-0.6,-5.5,Normal,0.0
Khammam,Telangana,2025,Feb,2,Cyclone Risk,Actual,10.4,11.0,-0.6,-5.5,Normal,0.0
Khammam,Telangana,2025,Mar,3,Cyclone Risk,Forecast,10.4,11.0,-0.6,-5.5,Normal,0.0
Khammam,Telangana,2025,Apr,4,Cyclone Risk,Forecast,20.9,22.0,-1.1,-5.0,Normal,0.0
Khammam,Telangana,2025,May,5,Cyclone Risk,Forecast,41.8,44.0,-2.2,-5.0,Normal,0.0
Khammam,Telangana,2025,Jun,6,Cyclone Risk,Forecast,156.8,165.0,-8.2,-5.0,Normal,0.0
Khammam,Telangana,2025,Jul,7,Cyclone Risk,Forecast,261.2,275.0,-13.8,-5.0,Normal,0.0
Khammam,Telangana,2025,Aug,8,Cyclone Risk,Forecast,229.9,242.0,-12.1,-5.0,Normal,0.0
Khammam,Telangana,2025,Sep,9,Cyclone Risk,Forecast,156.8,165.0,-8.2,-5.0,Normal,0.0
Khammam,Telangana,2025,Oct,10,Cyclone Risk,Forecast,275.0,110.0,165.0,150.0,Extremely Excess,100.0
Khammam,Telangana,2025,Nov,11,Cyclone Risk,Forecast,82.5,33.0,49.5,150.0,Extremely Excess,100.0
Khammam,Telangana,2025,Dec,12,Cyclone Risk,Forecast,10.4,11.0,-0.6,-5.5,Normal,0.0
Nalgonda,Telangana,2025,Jan,1,Normal Year,Actual,7.0,7.8,-0.8,-10.3,Normal,0.0
Nalgonda,Telangana,2025,Feb,2,Normal Year,Actual,8.2,7.8,0.4,5.1,Normal,4.1
Nalgonda,Telangana,2025,Mar,3,Normal Year,Forecast,9.1,7.8,1.3,16.7,Normal,13.3
Nalgonda,Telangana,2025,Apr,4,Normal Year,Forecast,13.5,15.6,-2.1,-13.5,Normal,0.0
Nalgonda,Telangana,2025,May,5,Normal Year,Forecast,37.4,31.2,6.2,19.9,Normal,15.9
Nalgonda,Telangana,2025,Jun,6,Normal Year,Forecast,100.2,117.0,-16.8,-14.4,Normal,0.0
Nalgonda,Telangana,2025,Jul,7,Normal Year,Forecast,209.5,195.0,14.5,7.4,Normal,5.9
Nalgonda,Telangana,2025,Aug,8,Normal Year,Forecast,166.7,171.6,-4.9,-2.9,Normal,0.0
Nalgonda,Telangana,2025,Sep,9,Normal Year,Forecast,115.1,117.0,-1.9,-1.6,Normal,0.0
Nalgonda,Telangana,2025,Oct,10,Normal Year,Forecast,77.9,78.0,-0.1,-0.1,Normal,0.0
Nalgonda,Telangana,2025,Nov,11,Normal Year,Forecast,23.6,23.4,0.2,0.9,Normal,0.7
Nalgonda,Telangana,2025,Dec,12,Normal Year,Forecast,8.5,7.8,0.7,9.0,Normal,7.2
Suryapet,Telangana,2025,Jan,1,Early Monsoon,Actual,6.8,8.0,-1.2,-15.0,Normal,0.0
Suryapet,Telangana,2025,Feb,2,Early Monsoon,Actual,6.8,8.0,-1.2,-15.0,Normal,0.0
